activePeers,direction,level,msg,current_slot,max_slot,estimated_time_remaining,multiAddr,prefix,time,required,suitable,blocksPerSecond,peers,root,slot
,,info,Processing block batch of size 49 starting from  0xbce02447,255556,462260, 3h5m43s,,initial-sync,2020-10-07T17:52:09Z,,,18.6,30,,
,,info,Processing block batch of size 46 starting from  0x6579918b,255620,462260, 3h9m45s,,initial-sync,2020-10-07T17:52:11Z,,,18.1,30,,
29,,info,Peer disconnected,,,,/ip4/50.92.120.242/tcp/9001/p2p/16Uiu2HAmTb9Ttdp6YXdGd721RsSeHa8ZnCPLPNCrSJv59A5mq6tG,p2p,2020-10-07T17:52:12Z,,,,,,
,,info,Processing block batch of size 54 starting from  0x9505f496,255685,462260, 3h7m37s,,initial-sync,2020-10-07T17:52:15Z,,,18.4,29,,
,,info,Processing block batch of size 47 starting from  0xe7c32ff0,255755,462260, 3h10m40s,,initial-sync,2020-10-07T17:52:19Z,,,18.1,29,,
,,info,Processing block batch of size 54 starting from  0xd50cecd6,255812,462261, 3h15m30s,,initial-sync,2020-10-07T17:52:21Z,,,17.6,29,,
,,info,Processing block batch of size 52 starting from  0x06b7cd20,255876,462261, 3h15m59s,,initial-sync,2020-10-07T17:52:24Z,,,17.6,29,,
,,info,Processing block batch of size 51 starting from  0xda44cc31,255940,462261, 3h46m13s,,initial-sync,2020-10-07T17:52:30Z,,,15.2,29,,
,,info,Processing block batch of size 54 starting from  0x69ce4b46,256005,462262, 3h40m21s,,initial-sync,2020-10-07T17:52:33Z,,,15.6,29,,
,,info,Processing block batch of size 58 starting from  0xd2380089,256068,462262, 3h37m30s,,initial-sync,2020-10-07T17:52:37Z,,,15.8,29,,
,,info,Saved state in DB,,,,,state-gen,2020-10-07T17:52:40Z,,,,,23bd79ddbfe2,255999
,,info,Processing block batch of size 54 starting from  0x220a6ef0,256132,462262, 3h32m43s,,initial-sync,2020-10-07T17:52:40Z,,,16.1,29,,
,,info,Processing block batch of size 53 starting from  0x8ca7cb6a,256196,462262, 3h33m19s,,initial-sync,2020-10-07T17:52:43Z,,,16.1,29,,
,,info,Processing block batch of size 43 starting from  0xb9e809bd,256262,462263, 3h39m23s,,initial-sync,2020-10-07T17:52:45Z,,,15.7,29,,
,,info,Processing block batch of size 46 starting from  0xe56c675b,256324,462263, 3h11m12s,,initial-sync,2020-10-07T17:52:48Z,,,17.9,29,,
,,info,Processing block batch of size 49 starting from  0x054e3a72,256388,462263, 3h12m13s,,initial-sync,2020-10-07T17:52:51Z,,,17.9,29,,
29,,info,Peer disconnected,,,,/ip4/13.251.44.198/tcp/9000/p2p/16Uiu2HAm3k4PUxH5xVorayPLjQGNK6KLQhR56Gr9dg7kiRPyco2J,p2p,2020-10-07T17:52:51Z,,,,,,
29,2,info,Peer connected,,,,/ip4/77.21.86.116/tcp/9000/p2p/16Uiu2HAmFYMVzKz9wC2JfiMPZodA322v5iV9HAwnETnwHM5m53Gy,p2p,2020-10-07T17:52:51Z,,,,,,
,,info,Processing block batch of size 51 starting from  0xe88b09d6,256452,462263, 3h13m47s,,initial-sync,2020-10-07T17:52:53Z,,,17.7,29,,
,,info,Processing block batch of size 50 starting from  0x9c418a4e,256516,462264, 2h49m45s,,initial-sync,2020-10-07T17:52:56Z,,,20.2,29,,
,,info,Processing block batch of size 46 starting from  0xf60fbc7d,256582,462264, 2h54m53s,,initial-sync,2020-10-07T17:52:59Z,,,19.6,29,,
,,info,Processing block batch of size 53 starting from  0xd7fa7d81,256644,462264, 2h55m17s,,initial-sync,2020-10-07T17:53:01Z,,,19.6,29,,
,,info,Processing block batch of size 53 starting from  0x423f8690,256709,462264, 2h55m14s,,initial-sync,2020-10-07T17:53:04Z,,,19.6,29,,
,,info,Processing block batch of size 53 starting from  0x5f1dc942,256773,462264, 2h50m48s,,initial-sync,2020-10-07T17:53:07Z,,,20.1,29,,
30,2,info,Peer connected,,,,/ip4/14.202.224.199/tcp/9000/p2p/16Uiu2HAm8irtyrXRDTH5XPgtrNGmSxcBjWrQgchgMHrXKYXPivaa,p2p,2020-10-07T17:53:08Z,,,,,,
,,info,Processing block batch of size 52 starting from  0x3900cfe6,256836,462265, 2h48m14s,,initial-sync,2020-10-07T17:53:10Z,,,20.4,30,,
,,info,Processing block batch of size 56 starting from  0xdd721e97,256900,462265, 2h45m21s,,initial-sync,2020-10-07T17:53:13Z,,,20.7,30,,
29,,info,Peer disconnected,,,,/ip4/45.83.106.220/tcp/9000/p2p/16Uiu2HAm6uUv6Z8i6UD3BmFxqAcZCceze2BVCXDMQERuq5897Zwv,p2p,2020-10-07T17:53:15Z,,,,,,
,,info,Processing block batch of size 51 starting from  0x2eb98c84,256964,462265, 3h8m0s,,initial-sync,2020-10-07T17:53:16Z,,,18.2,29,,
,,info,Processing block batch of size 51 starting from  0x8e304c68,257029,462265, 2h44m50s,,initial-sync,2020-10-07T17:53:18Z,,,20.8,29,,
30,,info,Peer disconnected,,,,/ip4/108.53.117.204/tcp/9000/p2p/16Uiu2HAm84dzPExSGhu2XEBhL1MM5kMMnC9VYBC6aipVXJnieVNY,p2p,2020-10-07T17:53:19Z,,,,,,
,,info,Processing block batch of size 49 starting from  0x6e4a5156,257092,462266, 3h7m22s,,initial-sync,2020-10-07T17:53:21Z,,,18.2,28,,
30,2,info,Peer connected,,,,/ip4/76.118.232.174/tcp/9000/p2p/16Uiu2HAm7aADRuTA2BUyoNqPaiE8jrtmHceeidpfvJTjUtQPspSj,p2p,2020-10-07T17:53:21Z,,,,,,
30,2,info,Peer connected,,,,/ip4/174.59.96.177/tcp/9000/p2p/16Uiu2HAmK1xuPoFckkjE7f5XXPCFkRMFjdFeY6nVQ9zDvTggKaUm,p2p,2020-10-07T17:53:22Z,,,,,,
,,info,Processing block batch of size 53 starting from  0x065710a5,257156,462266, 3h7m18s,,initial-sync,2020-10-07T17:53:24Z,,,18.2,30,,
,,info,Processing block batch of size 51 starting from  0x5d448b3f,257220,462266, 2h44m17s,,initial-sync,2020-10-07T17:53:26Z,,,20.8,30,,
,,info,Processing block batch of size 47 starting from  0xa5df6193,257284,462266, 2h46m39s,,initial-sync,2020-10-07T17:53:29Z,,,20.5,30,,
,,info,Processing block batch of size 46 starting from  0x87ee6e6b,257348,462267, 2h49m4s,,initial-sync,2020-10-07T17:53:32Z,,,20.2,30,,
,,info,Processing block batch of size 48 starting from  0x5d6afc6b,257412,462267, 2h52m26s,,initial-sync,2020-10-07T17:53:35Z,,,19.8,30,,
,,info,Processing block batch of size 52 starting from  0x2126097e,257476,462267, 3h17m17s,,initial-sync,2020-10-07T17:53:38Z,,,17.3,30,,
,,info,Processing block batch of size 50 starting from  0x2b00e789,257540,462267, 3h16m39s,,initial-sync,2020-10-07T17:53:40Z,,,17.4,30,,
,,info,Processing block batch of size 54 starting from  0x541579e2,257604,462267, 2h50m7s,,initial-sync,2020-10-07T17:53:43Z,,,20.1,30,,
,,info,Processing block batch of size 51 starting from  0x0a5938c0,257668,462268, 3h15m58s,,initial-sync,2020-10-07T17:53:46Z,,,17.4,30,,
,,info,Processing block batch of size 53 starting from  0x192c1750,257732,462268, 3h12m35s,,initial-sync,2020-10-07T17:53:50Z,,,17.7,30,,
,,info,Processing block batch of size 49 starting from  0x4855f387,257796,462268, 3h10m55s,,initial-sync,2020-10-07T17:53:52Z,,,17.9,30,,
,,info,Processing block batch of size 47 starting from  0x2d9f0624,257860,462268, 3h11m23s,,initial-sync,2020-10-07T17:53:55Z,,,17.8,30,,
,,info,Processing block batch of size 57 starting from  0x39504c65,257924,462269, 3h8m41s,,initial-sync,2020-10-07T17:53:58Z,,,18.1,30,,
,,info,Processing block batch of size 54 starting from  0xaddbee47,257988,462269, 3h6m33s,,initial-sync,2020-10-07T17:54:02Z,,,18.2,30,,
,,info,Processing block batch of size 50 starting from  0xe7921ca1,258052,462269, 3h8m33s,,initial-sync,2020-10-07T17:54:05Z,,,18.1,30,,
,,info,Processing block batch of size 46 starting from  0xfa777e58,258117,462270, 3h11m9s,,initial-sync,2020-10-07T17:54:08Z,,,17.8,30,,
,,info,Saved state in DB,,,,,state-gen,2020-10-07T17:54:10Z,,,,,06759e7b1919,258048
,,info,Processing block batch of size 52 starting from  0x86d4d7d6,258180,462270, 3h11m38s,,initial-sync,2020-10-07T17:54:10Z,,,17.8,30,,
,,info,Processing block batch of size 42 starting from  0x3ab662b0,258244,462270, 3h15m25s,,initial-sync,2020-10-07T17:54:13Z,,,17.4,30,,
,,info,Processing block batch of size 46 starting from  0xb301eb78,258308,462270, 3h15m55s,,initial-sync,2020-10-07T17:54:16Z,,,17.4,30,,
,,info,Processing block batch of size 57 starting from  0x0d210fdc,258372,462270, 3h15m52s,,initial-sync,2020-10-07T17:54:19Z,,,17.4,30,,
,,info,Processing block batch of size 47 starting from  0x52d969c1,258436,462271, 3h19m50s,,initial-sync,2020-10-07T17:54:23Z,,,17,30,,
,,info,Processing block batch of size 50 starting from  0x915507a1,258500,462271, 3h19m46s,,initial-sync,2020-10-07T17:54:26Z,,,17,30,,
,,info,Processing block batch of size 47 starting from  0xa49277fe,258564,462271, 3h19m7s,,initial-sync,2020-10-07T17:54:29Z,,,17.1,30,,
29,,info,Peer disconnected,,,,/ip4/14.202.224.199/tcp/9000/p2p/16Uiu2HAm8irtyrXRDTH5XPgtrNGmSxcBjWrQgchgMHrXKYXPivaa,p2p,2020-10-07T17:54:30Z,,,,,,
28,,info,Peer disconnected,,,,/ip4/174.59.96.177/tcp/9000/p2p/16Uiu2HAmK1xuPoFckkjE7f5XXPCFkRMFjdFeY6nVQ9zDvTggKaUm,p2p,2020-10-07T17:54:30Z,,,,,,
,,info,Processing block batch of size 52 starting from  0xec40c573,258628,462272, 3h19m3s,,initial-sync,2020-10-07T17:54:32Z,,,17.1,28,,
,,info,Processing block batch of size 54 starting from  0x0590ad27,258692,462272, 3h12m14s,,initial-sync,2020-10-07T17:54:35Z,,,17.6,28,,
,,info,Processing block batch of size 52 starting from  0x2359d2b7,258756,462272, 3h44m37s,,initial-sync,2020-10-07T17:54:39Z,,,15.1,28,,
,,info,Processing block batch of size 50 starting from  0x2fbc8219,258820,462272, 3h12m39s,,initial-sync,2020-10-07T17:54:42Z,,,17.6,28,,
30,2,info,Peer connected,,,,/ip4/95.111.233.118/tcp/9001/p2p/16Uiu2HAm8atS6WRnsTRT39UUUBZwCk9HWRVndW1axoFvWzjabprH,p2p,2020-10-07T17:54:44Z,,,,,,
,,info,Processing block batch of size 51 starting from  0x3072402f,258884,462273, 3h10m26s,,initial-sync,2020-10-07T17:54:45Z,,,17.8,29,,
,,info,Processing block batch of size 52 starting from  0x59d5471c,258950,462273, 3h9m18s,,initial-sync,2020-10-07T17:54:48Z,,,17.9,29,,
,,info,Processing block batch of size 54 starting from  0x8bfaf303,259012,462273, 3h5m37s,,initial-sync,2020-10-07T17:54:51Z,,,18.2,29,,
,,info,Processing block batch of size 45 starting from  0x48a6da3f,259076,462273, 3h9m11s,,initial-sync,2020-10-07T17:54:54Z,,,17.9,29,,
,,info,Processing block batch of size 46 starting from  0xe097679a,259141,462274, 3h13m27s,,initial-sync,2020-10-07T17:54:57Z,,,17.5,29,,
,,info,Processing block batch of size 43 starting from  0xb6926791,259204,462274, 3h18m30s,,initial-sync,2020-10-07T17:55:00Z,,,17.1,29,,
,,info,Processing block batch of size 46 starting from  0xb72be677,259268,462274, 3h20m47s,,initial-sync,2020-10-07T17:55:03Z,,,16.9,29,,
,,info,Processing block batch of size 45 starting from  0x65103bcd,259334,462274, 3h24m22s,,initial-sync,2020-10-07T17:55:06Z,,,16.6,29,,
30,2,info,Peer connected,,,,/ip4/37.72.0.242/tcp/9000/p2p/16Uiu2HAm19N4LHD9r4hWsCcyE53z4guvQRUywoiNX5qbXzrAFApC,p2p,2020-10-07T17:55:07Z,,,,,,
,,info,Processing block batch of size 50 starting from  0x75ea74ba,259396,462275, 3h25m33s,,initial-sync,2020-10-07T17:55:09Z,,,16.4,30,,
,,info,Processing block batch of size 50 starting from  0xe24b0b0c,259463,462275, 3h28m0s,,initial-sync,2020-10-07T17:55:12Z,,,16.2,30,,
,,info,Processing block batch of size 48 starting from  0x662d0d4b,259524,462275, 3h26m2s,,initial-sync,2020-10-07T17:55:15Z,,,16.4,30,,
,,info,Processing block batch of size 41 starting from  0xa0f6bea0,259589,462275, 3h29m10s,,initial-sync,2020-10-07T17:55:18Z,,,16.1,30,,
,,info,Processing block batch of size 47 starting from  0xcfda00d8,259652,462276, 3h26m32s,,initial-sync,2020-10-07T17:55:22Z,,,16.4,30,,
,,info,Processing block batch of size 52 starting from  0x759d23b2,259716,462276, 3h22m45s,,initial-sync,2020-10-07T17:55:25Z,,,16.6,30,,
,,info,Processing block batch of size 50 starting from  0xa92c13b3,259780,462276, 3h19m42s,,initial-sync,2020-10-07T17:55:29Z,,,16.9,30,,
,,info,Processing block batch of size 52 starting from  0xa7e883a5,259844,462277, 3h52m40s,,initial-sync,2020-10-07T17:55:32Z,,,14.5,30,,
,,info,Processing block batch of size 53 starting from  0xdf417d6e,259908,462277, 3h48m39s,,initial-sync,2020-10-07T17:55:35Z,,,14.8,30,,
,,info,Processing block batch of size 52 starting from  0xd83d94e0,259972,462277, 3h40m22s,,initial-sync,2020-10-07T17:55:38Z,,,15.3,30,,
,,info,Processing block batch of size 51 starting from  0x77a36ee1,260036,462277, 3h8m50s,,initial-sync,2020-10-07T17:55:41Z,,,17.9,30,,
,,info,Processing block batch of size 41 starting from  0xf543c704,260101,462278, 3h12m0s,,initial-sync,2020-10-07T17:55:44Z,,,17.6,30,,
,,info,Processing block batch of size 49 starting from  0xc521d595,260164,462278, 3h46m4s,,initial-sync,2020-10-07T17:55:51Z,,,14.9,30,,
,,info,Saved state in DB,,,,,state-gen,2020-10-07T17:55:54Z,,,,,9ab781143d48,260096
,,info,Processing block batch of size 51 starting from  0xabb9a574,260228,462278, 3h46m46s,,initial-sync,2020-10-07T17:55:54Z,,,14.8,30,,
,,info,Processing block batch of size 47 starting from  0x90c35788,260292,462279, 3h51m22s,,initial-sync,2020-10-07T17:55:57Z,,,14.6,30,,
,,info,Processing block batch of size 47 starting from  0x18eb56eb,260356,462279, 4h46m24s,,initial-sync,2020-10-07T17:56:01Z,,,11.8,30,,
,,info,Processing block batch of size 51 starting from  0x2b00b172,260420,462279, 4h34m38s,,initial-sync,2020-10-07T17:56:04Z,,,12.2,30,,
,,info,Processing block batch of size 58 starting from  0x7aff364e,260484,462279, 3h41m59s,,initial-sync,2020-10-07T17:56:07Z,,,15.2,30,,
,,info,Processing block batch of size 51 starting from  0xe9ef8f2d,260548,462280, 3h9m57s,,initial-sync,2020-10-07T17:56:10Z,,,17.7,30,,
,,info,Processing block batch of size 52 starting from  0x57412fb9,260612,462280, 3h8m17s,,initial-sync,2020-10-07T17:56:13Z,,,17.9,30,,
,,info,Processing block batch of size 52 starting from  0xaf2ed16d,260676,462280, 3h7m42s,,initial-sync,2020-10-07T17:56:16Z,,,17.9,30,,
,,info,Processing block batch of size 55 starting from  0x184718a8,260740,462280, 3h3m33s,,initial-sync,2020-10-07T17:56:19Z,,,18.3,30,,
,,info,Processing block batch of size 52 starting from  0x0ad00e56,260804,462281, 3h1m1s,,initial-sync,2020-10-07T17:56:22Z,,,18.6,30,,
,,info,Processing block batch of size 38 starting from  0x92fcf503,260868,462281, 3h7m32s,,initial-sync,2020-10-07T17:56:25Z,,,17.9,30,,
,,info,Processing block batch of size 41 starting from  0x08454067,260932,462281, 3h16m49s,,initial-sync,2020-10-07T17:56:29Z,,,17.1,30,,
,,info,Processing block batch of size 33 starting from  0xbad0331a,260998,462282, 4h7m34s,,initial-sync,2020-10-07T17:56:34Z,,,13.6,30,,
,,info,Processing block batch of size 51 starting from  0xf1a8165b,261060,462282, 5h11m58s,,initial-sync,2020-10-07T17:56:40Z,,,10.8,30,,
,,info,Processing block batch of size 49 starting from  0xab8d234e,261124,462283, 6h25m21s,,initial-sync,2020-10-07T17:56:45Z,,,8.7,30,,
29,,info,Peer disconnected,,,,/ip4/76.118.232.174/tcp/9000/p2p/16Uiu2HAm7aADRuTA2BUyoNqPaiE8jrtmHceeidpfvJTjUtQPspSj,p2p,2020-10-07T17:56:48Z,,,,,,
,,info,Processing block batch of size 50 starting from  0xa77d2640,261188,462283, 4h59m14s,,initial-sync,2020-10-07T17:56:48Z,,,11.2,29,,
,,info,Processing block batch of size 54 starting from  0xa65dd9a8,261252,462283, 4h42m44s,,initial-sync,2020-10-07T17:56:52Z,,,11.8,29,,
,,info,Processing block batch of size 50 starting from  0x8e07bd4d,261316,462283, 4h23m44s,,initial-sync,2020-10-07T17:56:55Z,,,12.7,29,,
,,info,Processing block batch of size 52 starting from  0xcecd0872,261382,462284, 3h38m50s,,initial-sync,2020-10-07T17:56:58Z,,,15.3,29,,
,,info,Processing block batch of size 53 starting from  0x1b768d9f,261444,462284, 3h37m21s,,initial-sync,2020-10-07T17:57:01Z,,,15.4,29,,
,,info,Processing block batch of size 55 starting from  0x3ee22098,261508,462284, 3h33m8s,,initial-sync,2020-10-07T17:57:05Z,,,15.7,29,,
,,info,Processing block batch of size 57 starting from  0x7c3eb2be,261572,462285, 3h28m25s,,initial-sync,2020-10-07T17:57:08Z,,,16.1,29,,
,,info,Processing block batch of size 50 starting from  0x77772f42,261637,462285, 3h0m16s,,initial-sync,2020-10-07T17:57:11Z,,,18.6,29,,
32,2,info,Peer connected,,,,/ip4/5.9.107.68/tcp/9001/p2p/16Uiu2HAmRsjA32afaW1StPbmMQ4zRBxNQ4zHQqNZQJbtmZPUvBDG,p2p,2020-10-07T17:57:11Z,,,,,,
32,2,info,Peer connected,,,,/ip4/161.97.83.42/tcp/9003/p2p/16Uiu2HAmD1PpTtvhj83Weg9oBL3W4PiXgDtViVuuWxGheAfpxpVo,p2p,2020-10-07T17:57:11Z,,,,,,
,,info,Processing block batch of size 53 starting from  0x10d7f899,261700,462285, 3h0m42s,,initial-sync,2020-10-07T17:57:14Z,,,18.5,31,,
,,info,Processing block batch of size 51 starting from  0x01f9a54c,261764,462285, 3h0m9s,,initial-sync,2020-10-07T17:57:17Z,,,18.6,31,,
,,info,Processing block batch of size 50 starting from  0x3a199b48,261828,462286, 3h1m4s,,initial-sync,2020-10-07T17:57:20Z,,,18.4,31,,
30,,info,Peer disconnected,,,,/ip4/37.72.0.242/tcp/9000/p2p/16Uiu2HAm19N4LHD9r4hWsCcyE53z4guvQRUywoiNX5qbXzrAFApC,p2p,2020-10-07T17:57:22Z,,,,,,
,,info,Processing block batch of size 57 starting from  0xe8e2bac8,261892,462286, 2h59m4s,,initial-sync,2020-10-07T17:57:23Z,,,18.6,30,,
,,info,Processing block batch of size 51 starting from  0xb7695b9e,261956,462286, 3h0m57s,,initial-sync,2020-10-07T17:57:27Z,,,18.4,30,,
,,info,Processing block batch of size 54 starting from  0xf9525caa,262020,462286, 3h31m15s,,initial-sync,2020-10-07T17:57:31Z,,,15.8,30,,
,,info,Processing block batch of size 51 starting from  0x14ffbe53,262084,462287, 3h32m31s,,initial-sync,2020-10-07T17:57:34Z,,,15.7,30,,
,,info,Processing block batch of size 51 starting from  0x16c76624,262148,462287, 3h32m27s,,initial-sync,2020-10-07T17:57:37Z,,,15.7,30,,
,,info,Processing block batch of size 51 starting from  0xf158a385,262212,462287, 3h31m43s,,initial-sync,2020-10-07T17:57:40Z,,,15.8,30,,
,,info,Saved state in DB,,,,,state-gen,2020-10-07T17:57:43Z,,,,,727031e13934,262144
,,info,Processing block batch of size 56 starting from  0x9c4ee3c8,262276,462287, 3h32m19s,,initial-sync,2020-10-07T17:57:43Z,,,15.7,30,,
,,info,Processing block batch of size 49 starting from  0x2cff268f,262340,462288, 3h33m37s,,initial-sync,2020-10-07T17:57:47Z,,,15.6,30,,
,,info,Processing block batch of size 51 starting from  0xe667a1e9,262404,462288, 3h3m32s,,initial-sync,2020-10-07T17:57:50Z,,,18.1,30,,
,,info,Processing block batch of size 47 starting from  0xefa57c46,262468,462288, 3h7m5s,,initial-sync,2020-10-07T17:57:53Z,,,17.8,30,,
,,info,Processing block batch of size 46 starting from  0x2e9baff1,262532,462289, 3h9m42s,,initial-sync,2020-10-07T17:57:56Z,,,17.6,30,,
,,info,Processing block batch of size 47 starting from  0x875b2d4f,262596,462289, 3h44m52s,,initial-sync,2020-10-07T17:58:00Z,,,14.8,30,,
,,info,Processing block batch of size 48 starting from  0x15f42db5,262662,462289, 3h13m26s,,initial-sync,2020-10-07T17:58:02Z,,,17.2,30,,
,,info,Processing block batch of size 46 starting from  0x2508fa46,262724,462289, 3h19m10s,,initial-sync,2020-10-07T17:58:05Z,,,16.7,30,,
,,info,Processing block batch of size 47 starting from  0x631e39f9,262788,462290, 3h20m18s,,initial-sync,2020-10-07T17:58:08Z,,,16.6,30,,
,,info,Processing block batch of size 53 starting from  0x3423af86,262852,462290, 3h19m2s,,initial-sync,2020-10-07T17:58:12Z,,,16.7,30,,
29,,info,Peer disconnected,,,,/ip4/5.9.107.68/tcp/9001/p2p/16Uiu2HAmRsjA32afaW1StPbmMQ4zRBxNQ4zHQqNZQJbtmZPUvBDG,p2p,2020-10-07T17:58:13Z,,,,,,
,,info,Processing block batch of size 53 starting from  0x05e620c6,262916,462290, 3h46m2s,,initial-sync,2020-10-07T17:58:16Z,,,14.7,29,,
,,info,Processing block batch of size 46 starting from  0x4c4a9dc0,262980,462291, 3h46m44s,,initial-sync,2020-10-07T17:58:20Z,,,14.7,29,,
,,info,Processing block batch of size 50 starting from  0x07b67807,263044,462291, 3h45m8s,,initial-sync,2020-10-07T17:58:23Z,,,14.8,29,,
,,info,Processing block batch of size 47 starting from  0x14ac4aa0,263108,462291, 3h44m18s,,initial-sync,2020-10-07T17:58:27Z,,,14.8,29,,
,,info,Processing block batch of size 52 starting from  0xf1ea433e,263172,462291, 3h40m30s,,initial-sync,2020-10-07T17:58:30Z,,,15.1,29,,
28,,info,Peer disconnected,,,,/ip4/159.65.130.85/tcp/9000/p2p/16Uiu2HAmE66ZmAf2XAm2w8JzDyoMFzrbzTmizRESpW7goSkU3vYH,p2p,2020-10-07T17:58:30Z,,,,,,
,,info,Processing block batch of size 46 starting from  0x37aeff48,263237,462292, 3h45m41s,,initial-sync,2020-10-07T17:58:34Z,,,14.7,28,,
33,2,info,Peer connected,,,,/ip4/83.85.228.65/tcp/9000/p2p/16Uiu2HAm8ggeCFJAQHjh7LzWieTvR8e22ZL2RUqFrLtskdRHnCBV,p2p,2020-10-07T17:58:35Z,,,,,,
,,info,Processing block batch of size 51 starting from  0xbaf848a9,263301,462292, 3h47m9s,,initial-sync,2020-10-07T17:58:37Z,,,14.6,29,,
34,2,info,Peer connected,,,,/ip4/46.4.68.108/tcp/9001/p2p/16Uiu2HAmRbfvv7kynoARxdVhxZWLzzpt4Kouq7DCBsFd3eqv7ZM4,p2p,2020-10-07T17:58:40Z,,,,,,
34,2,info,Peer connected,,,,/ip4/161.97.64.38/tcp/9001/p2p/16Uiu2HAmTtVYMfMB3rU2ij215pphAgXvaFZQNEXcXpzZwLSUyErH,p2p,2020-10-07T17:58:40Z,,,,,,
,,info,Processing block batch of size 48 starting from  0xecb9cccb,263364,462292, 3h45m32s,,initial-sync,2020-10-07T17:58:41Z,,,14.7,31,,
32,2,info,Peer connected,,,,/ip4/34.204.178.218/tcp/9000/p2p/16Uiu2HAm8AUwNFvZU62BzWd3iX9kLqgqavw4upYYKTUdzixYaSBr,p2p,2020-10-07T17:58:41Z,,,,,,
,,info,Processing block batch of size 45 starting from  0x7cedf962,263429,462293, 3h49m22s,,initial-sync,2020-10-07T17:58:44Z,,,14.4,32,,
,,info,Processing block batch of size 48 starting from  0x0b7787c0,263492,462293, 3h48m30s,,initial-sync,2020-10-07T17:58:47Z,,,14.5,32,,
,,info,Processing block batch of size 48 starting from  0x62918aed,263556,462293, 3h51m37s,,initial-sync,2020-10-07T17:58:50Z,,,14.3,32,,
