datetime,current_slot,head_slot,connected_peer
Oct-12 05:48:08,494640,203520,26
Oct-12 05:48:23,494641,203616,26
Oct-12 05:48:33,494642,203702,26
Oct-12 05:48:47,494643,203792,26
Oct-12 05:48:56,494644,203840,26
Oct-12 05:49:08,494645,203935,26
Oct-12 05:49:21,494646,204000,26
Oct-12 05:49:32,494647,204086,27
Oct-12 05:49:46,494648,204160,27
Oct-12 05:49:56,494649,204224,27
Oct-12 05:50:11,494650,204320,27
Oct-12 05:50:21,494651,204384,27
Oct-12 05:50:32,494652,204460,26
Oct-12 05:50:47,494653,204460,26
Oct-12 05:50:57,494654,204608,26
Oct-12 05:51:12,494655,204608,26
Oct-12 05:51:23,494656,204769,26
Oct-12 05:51:33,494657,204833,26
Oct-12 05:51:48,494658,204833,26
Oct-12 05:51:58,494659,204992,27
Oct-12 05:52:08,494660,205056,27
Oct-12 05:52:23,494661,205056,27
Oct-12 05:52:32,494662,205216,27
Oct-12 05:52:47,494663,205216,27
Oct-12 05:52:57,494664,205389,27
Oct-12 05:53:11,494665,205389,27
Oct-12 05:53:22,494666,205536,27
Oct-12 05:53:32,494667,205611,27
Oct-12 05:53:45,494668,205696,27
Oct-12 05:53:56,494669,205765,27
Oct-12 05:54:10,494670,205856,27
Oct-12 05:54:20,494671,205920,27
Oct-12 05:54:36,494672,206019,27
Oct-12 05:54:45,494673,206080,27
Oct-12 05:54:59,494674,206080,27
Oct-12 05:55:08,494675,206240,27
Oct-12 05:55:23,494676,206240,27
Oct-12 05:55:33,494677,206401,27
Oct-12 05:55:47,494678,206401,27
Oct-12 05:55:58,494679,206560,27
Oct-12 05:56:08,494680,206625,27
Oct-12 05:56:22,494681,206720,27
Oct-12 05:56:32,494682,206784,27
Oct-12 05:56:46,494683,206880,27
Oct-12 05:56:57,494684,206959,27
Oct-12 05:57:10,494685,207040,27
Oct-12 05:57:20,494686,207104,27
Oct-12 05:57:35,494687,207201,27
Oct-12 05:57:45,494688,207264,27
Oct-12 05:57:56,494689,207341,27
Oct-12 05:58:10,494690,207424,27
Oct-12 05:58:20,494691,207501,27
Oct-12 05:58:35,494692,207584,27
Oct-12 05:58:45,494693,207649,27
Oct-12 05:58:59,494694,207649,27
Oct-12 05:59:09,494695,207809,27
Oct-12 05:59:20,494696,207881,27
Oct-12 05:59:34,494697,207968,27
Oct-12 05:59:44,494698,208039,27
Oct-12 05:59:58,494699,208128,27
Oct-12 06:00:08,494700,208192,27
Oct-12 06:00:22,494701,208288,27
Oct-12 06:00:32,494702,208352,27
Oct-12 06:00:47,494703,208462,27
Oct-12 06:00:56,494704,208512,27
Oct-12 06:01:11,494705,208609,27
Oct-12 06:01:20,494706,208674,27
Oct-12 06:01:32,494707,208752,27
Oct-12 06:01:46,494708,208832,27
Oct-12 06:01:56,494709,208900,27
Oct-12 06:02:11,494710,209015,26
Oct-12 06:02:20,494711,209056,26
Oct-12 06:02:35,494712,209056,27
Oct-12 06:02:46,494713,209219,27
Oct-12 06:02:57,494714,209296,27
Oct-12 06:03:11,494715,209296,27
Oct-12 06:03:20,494716,209440,27
Oct-12 06:03:34,494717,209440,27
Oct-12 06:03:44,494718,209602,27
Oct-12 06:03:59,494719,209602,27
Oct-12 06:04:09,494720,209760,27
Oct-12 06:04:20,494721,209843,27
Oct-12 06:04:34,494722,209921,27
Oct-12 06:04:44,494723,209984,27
Oct-12 06:04:58,494724,209984,27
Oct-12 06:05:09,494725,210144,27
Oct-12 06:05:20,494726,210217,27
Oct-12 06:05:34,494727,210305,27
Oct-12 06:05:44,494728,210368,27
Oct-12 06:05:59,494729,210368,27
Oct-12 06:06:09,494730,210529,27
Oct-12 06:06:20,494731,210599,27
Oct-12 06:06:34,494732,210688,27
Oct-12 06:06:44,494733,210752,27
Oct-12 06:06:59,494734,210752,27
Oct-12 06:07:11,494735,210752,27
Oct-12 06:07:22,494736,210976,27
Oct-12 06:07:33,494737,211040,27
Oct-12 06:07:44,494738,211131,27
Oct-12 06:07:58,494739,211203,27
Oct-12 06:08:08,494740,211266,27
Oct-12 06:08:23,494741,211266,27
Oct-12 06:08:33,494742,211445,27
Oct-12 06:08:47,494743,211445,27
Oct-12 06:08:57,494744,211596,27
Oct-12 06:09:09,494745,211648,27
Oct-12 06:09:23,494746,211648,27
Oct-12 06:09:33,494747,211833,27
Oct-12 06:09:44,494748,211894,27
Oct-12 06:09:58,494749,211968,27
Oct-12 06:10:09,494750,212060,27
Oct-12 06:10:23,494751,212130,27
Oct-12 06:10:33,494752,212192,27
Oct-12 06:10:47,494753,212192,27
Oct-12 06:10:57,494754,212352,27
Oct-12 06:11:11,494755,212352,27
Oct-12 06:11:21,494756,212512,27
Oct-12 06:11:35,494757,212512,27
Oct-12 06:11:45,494758,212697,27
Oct-12 06:11:56,494759,212761,28
Oct-12 06:12:10,494760,212832,28
Oct-12 06:12:21,494761,212914,28
Oct-12 06:12:35,494762,212914,28
Oct-12 06:12:44,494763,213057,28
Oct-12 06:12:56,494764,213135,28
Oct-12 06:13:10,494765,213216,28
Oct-12 06:13:20,494766,213286,28
Oct-12 06:13:34,494767,213378,29
Oct-12 06:13:45,494768,213443,28
Oct-12 06:13:56,494769,213526,28
Oct-12 06:14:09,494770,213600,28
Oct-12 06:14:23,494771,213600,28
Oct-12 06:14:34,494772,213760,28
Oct-12 06:14:45,494773,213839,28
Oct-12 06:14:58,494774,213839,28
Oct-12 06:15:09,494775,213984,29
Oct-12 06:15:22,494776,213984,29
Oct-12 06:15:34,494777,214145,29
Oct-12 06:15:44,494778,214224,29
Oct-12 06:15:58,494779,214304,29
Oct-12 06:16:08,494780,214369,29
Oct-12 06:16:23,494781,214369,29
Oct-12 06:16:33,494782,214528,29
Oct-12 06:16:46,494783,214528,29
Oct-12 06:16:56,494784,214689,29
Oct-12 06:17:11,494785,214689,29
Oct-12 06:17:20,494786,214849,29
Oct-12 06:17:32,494787,214932,30
Oct-12 06:17:46,494788,215008,29
Oct-12 06:17:56,494789,215079,29
Oct-12 06:18:10,494790,215168,29
Oct-12 06:18:20,494791,215242,29
Oct-12 06:18:34,494792,215328,29
Oct-12 06:18:45,494793,215405,28
Oct-12 06:18:59,494794,215489,29
Oct-12 06:19:09,494795,215552,29
Oct-12 06:19:20,494796,215646,29
Oct-12 06:19:34,494797,215713,30
Oct-12 06:19:44,494798,215776,30
Oct-12 06:19:58,494799,215872,30
Oct-12 06:20:09,494800,215951,29
Oct-12 06:20:22,494801,216032,29
Oct-12 06:20:33,494802,216113,29
Oct-12 06:20:46,494803,216192,29
Oct-12 06:20:56,494804,216259,29
Oct-12 06:21:11,494805,216259,29
Oct-12 06:21:20,494806,216417,29
Oct-12 06:21:35,494807,216417,29
Oct-12 06:21:45,494808,216576,29
Oct-12 06:21:59,494809,216576,30
Oct-12 06:22:09,494810,216736,30
Oct-12 06:22:23,494811,216800,30
Oct-12 06:22:33,494812,216864,30
Oct-12 06:22:46,494813,216961,30
Oct-12 06:22:56,494814,217026,30
Oct-12 06:23:08,494815,217112,29
Oct-12 06:23:22,494816,217184,29
Oct-12 06:23:33,494817,217263,29
Oct-12 06:23:44,494818,217333,29
Oct-12 06:23:59,494819,217333,29
Oct-12 06:24:09,494820,217472,29
Oct-12 06:24:20,494821,217539,29
Oct-12 06:24:35,494822,217539,29
Oct-12 06:24:45,494823,217696,29
Oct-12 06:25:00,494824,217696,29
Oct-12 06:25:10,494825,217856,29
Oct-12 06:25:20,494826,217920,29
Oct-12 06:25:35,494827,217920,29
Oct-12 06:25:44,494828,218081,29
Oct-12 06:25:56,494829,218152,29
Oct-12 06:26:11,494830,218242,29
Oct-12 06:26:20,494831,218305,29
Oct-12 06:26:32,494832,218384,29
Oct-12 06:26:46,494833,218466,29
Oct-12 06:26:56,494834,218528,29
Oct-12 06:27:11,494835,218528,29
Oct-12 06:27:22,494836,218706,29
Oct-12 06:27:32,494837,218754,29
Oct-12 06:27:47,494838,218754,29
Oct-12 06:27:57,494839,218913,29
Oct-12 06:28:08,494840,218976,29
Oct-12 06:28:23,494841,219073,29
Oct-12 06:28:34,494842,219137,29
Oct-12 06:28:44,494843,219200,29
Oct-12 06:28:59,494844,219296,29
Oct-12 06:29:10,494845,219376,29
Oct-12 06:29:23,494846,219376,29
Oct-12 06:29:33,494847,219520,29
Oct-12 06:29:48,494848,219520,29
Oct-12 06:29:58,494849,219680,29
Oct-12 06:30:09,494850,219745,29
Oct-12 06:30:20,494851,219813,29
Oct-12 06:30:33,494852,219873,30
Oct-12 06:30:44,494853,219938,29
Oct-12 06:30:58,494854,219938,30
Oct-12 06:31:08,494855,220096,30
Oct-12 06:31:23,494856,220096,30
Oct-12 06:31:33,494857,220256,30
Oct-12 06:31:47,494858,220256,29
Oct-12 06:31:56,494859,220418,30
Oct-12 06:32:08,494860,220501,30
Oct-12 06:32:23,494861,220577,30
Oct-12 06:32:32,494862,220641,29
Oct-12 06:32:44,494863,220712,29
Oct-12 06:32:59,494864,220712,29
Oct-12 06:33:09,494865,220864,29
Oct-12 06:33:23,494866,220864,29
Oct-12 06:33:33,494867,220993,29
Oct-12 06:33:44,494868,221073,29
Oct-12 06:33:59,494869,221073,29
Oct-12 06:34:08,494870,221216,29
Oct-12 06:34:23,494871,221216,29
Oct-12 06:34:34,494872,221377,29
Oct-12 06:34:44,494873,221458,29
Oct-12 06:34:59,494874,221536,29
Oct-12 06:35:08,494875,221600,29
Oct-12 06:35:22,494876,221696,29
Oct-12 06:35:32,494877,221760,29
Oct-12 06:35:47,494878,221856,29
Oct-12 06:35:58,494879,221921,29
Oct-12 06:36:08,494880,221997,29
Oct-12 06:36:22,494881,222080,29
Oct-12 06:36:32,494882,222145,29
Oct-12 06:36:44,494883,222239,29
Oct-12 06:36:57,494884,222304,29
Oct-12 06:37:11,494885,222304,29
Oct-12 06:37:21,494886,222464,29
Oct-12 06:37:32,494887,222555,29
Oct-12 06:37:45,494888,222624,29
Oct-12 06:37:56,494889,222708,29
Oct-12 06:38:10,494890,222784,29
Oct-12 06:38:20,494891,222859,29
Oct-12 06:38:34,494892,222859,29
Oct-12 06:38:44,494893,223009,29
Oct-12 06:38:59,494894,223009,29
Oct-12 06:39:10,494895,223174,28
Oct-12 06:39:20,494896,223234,28
Oct-12 06:39:34,494897,223234,28
Oct-12 06:39:44,494898,223392,28
Oct-12 06:39:59,494899,223488,28
Oct-12 06:40:09,494900,223552,28
Oct-12 06:40:23,494901,223552,28
Oct-12 06:40:35,494902,223730,28
Oct-12 06:40:44,494903,223783,28
Oct-12 06:40:59,494904,223783,28
Oct-12 06:41:08,494905,223931,27
Oct-12 06:41:20,494906,223949,26
Oct-12 06:41:32,494907,223979,26
Oct-12 06:41:47,494908,223979,26
Oct-12 06:41:57,494909,224128,26
Oct-12 06:42:11,494910,224128,26
Oct-12 06:42:21,494911,224288,26
Oct-12 06:42:36,494912,224288,26
Oct-12 06:42:46,494913,224449,26
Oct-12 06:42:57,494914,224514,26
Oct-12 06:43:08,494915,224576,26
Oct-12 06:43:23,494916,224687,26
Oct-12 06:43:33,494917,224736,26
Oct-12 06:43:47,494918,224736,26
Oct-12 06:43:57,494919,224896,25
Oct-12 06:44:08,494920,224961,25
Oct-12 06:44:20,494921,225047,25
Oct-12 06:44:34,494922,225120,26
Oct-12 06:44:45,494923,225203,26
Oct-12 06:44:56,494924,225276,26
Oct-12 06:45:10,494925,225344,26
Oct-12 06:45:20,494926,225412,26
Oct-12 06:45:35,494927,225412,26
Oct-12 06:45:45,494928,225568,26
Oct-12 06:45:59,494929,225568,26
Oct-12 06:46:10,494930,225728,26
Oct-12 06:46:21,494931,225793,26
Oct-12 06:46:32,494932,225872,26
Oct-12 06:46:46,494933,225952,26
Oct-12 06:46:56,494934,226016,26
Oct-12 06:47:08,494935,226097,26
Oct-12 06:47:23,494936,226097,26
Oct-12 06:47:34,494937,226259,26
Oct-12 06:47:47,494938,226259,26
Oct-12 06:47:58,494939,226400,26
Oct-12 06:48:08,494940,226469,25
Oct-12 06:48:23,494941,226469,25
Oct-12 06:48:33,494942,226624,26
Oct-12 06:48:47,494943,226624,26
Oct-12 06:48:58,494944,226811,26
Oct-12 06:49:08,494945,226849,26
Oct-12 06:49:23,494946,226849,26
Oct-12 06:49:35,494947,227009,26
Oct-12 06:49:44,494948,227072,26
Oct-12 06:49:58,494949,227072,25
Oct-12 06:50:09,494950,227232,25
Oct-12 06:50:20,494951,227324,25
Oct-12 06:50:33,494952,227392,26
Oct-12 06:50:44,494953,227482,26
Oct-12 06:50:56,494954,227552,26
Oct-12 06:51:11,494955,227651,26
Oct-12 06:51:22,494956,227712,26
Oct-12 06:51:32,494957,227792,26
Oct-12 06:51:46,494958,227873,26
Oct-12 06:51:56,494959,227936,26
Oct-12 06:52:11,494960,227936,26
Oct-12 06:52:20,494961,228083,26
Oct-12 06:52:35,494962,228083,26
Oct-12 06:52:45,494963,228194,26
Oct-12 06:52:56,494964,228274,26
Oct-12 06:53:10,494965,228352,26
Oct-12 06:53:21,494966,228417,26
Oct-12 06:53:32,494967,228498,26
Oct-12 06:53:46,494968,228576,26
Oct-12 06:53:57,494969,228640,26
Oct-12 06:54:09,494970,228729,26
Oct-12 06:54:22,494971,228800,26
Oct-12 06:54:33,494972,228890,26
Oct-12 06:54:47,494973,228890,26
Oct-12 06:54:57,494974,229024,26
Oct-12 06:55:08,494975,229112,26
Oct-12 06:55:22,494976,229185,26
Oct-12 06:55:33,494977,229253,26
Oct-12 06:55:44,494978,229313,26
Oct-12 06:55:59,494979,229313,26
Oct-12 06:56:09,494980,229472,26
Oct-12 06:56:20,494981,229537,26
Oct-12 06:56:34,494982,229632,26
Oct-12 06:56:45,494983,229700,26
Oct-12 06:56:56,494984,229785,26
Oct-12 06:57:10,494985,229856,26
Oct-12 06:57:20,494986,229920,26
Oct-12 06:57:35,494987,229920,26
Oct-12 06:57:46,494988,230080,26
Oct-12 06:57:56,494989,230144,26
Oct-12 06:58:11,494990,230144,26
Oct-12 06:58:22,494991,230324,26
Oct-12 06:58:36,494992,230324,26
Oct-12 06:58:46,494993,230464,26
Oct-12 06:58:56,494994,230533,25
Oct-12 06:59:11,494995,230533,25
Oct-12 06:59:21,494996,230688,25
Oct-12 06:59:35,494997,230688,26
Oct-12 06:59:45,494998,230849,26
Oct-12 06:59:56,494999,230913,27
Oct-12 07:00:11,495000,230913,27
Oct-12 07:00:22,495001,231072,27
Oct-12 07:00:33,495002,231136,26
Oct-12 07:00:44,495003,231227,26
Oct-12 07:00:59,495004,231227,26
Oct-12 07:01:11,495005,231360,26
Oct-12 07:01:21,495006,231424,26
Oct-12 07:01:32,495007,231494,26
Oct-12 07:01:47,495008,231494,26
Oct-12 07:01:57,495009,231648,26
Oct-12 07:02:08,495010,231712,26
Oct-12 07:02:23,495011,231712,27
Oct-12 07:02:33,495012,231872,29
Oct-12 07:02:44,495013,231957,29
Oct-12 07:02:59,495014,232032,29
Oct-12 07:03:09,495015,232096,29
Oct-12 07:03:20,495016,232178,29
Oct-12 07:03:34,495017,232257,29
Oct-12 07:03:45,495018,232320,29
Oct-12 07:03:57,495019,232384,29
Oct-12 07:04:12,495020,232384,29
Oct-12 07:04:23,495021,232384,29
Oct-12 07:04:34,495022,232627,29
Oct-12 07:04:44,495023,232682,29
Oct-12 07:04:59,495024,232781,29
Oct-12 07:05:10,495025,232853,29
Oct-12 07:05:20,495026,232902,29
Oct-12 07:05:35,495027,232993,29
Oct-12 07:05:45,495028,233057,29
Oct-12 07:05:57,495029,233122,29
Oct-12 07:06:12,495030,233122,29
Oct-12 07:06:23,495031,233281,29
Oct-12 07:06:34,495032,233344,29
Oct-12 07:06:45,495033,233408,29
Oct-12 07:06:56,495034,233493,29
Oct-12 07:07:11,495035,233493,29
Oct-12 07:07:21,495036,233632,29
Oct-12 07:07:32,495037,233698,29
Oct-12 07:07:47,495038,233698,29
Oct-12 07:07:58,495039,233857,29
Oct-12 07:08:09,495040,233920,29
Oct-12 07:08:20,495041,233985,29
Oct-12 07:08:35,495042,233985,29
Oct-12 07:08:47,495043,234145,28
Oct-12 07:08:56,495044,234232,29
Oct-12 07:09:10,495045,234304,29
Oct-12 07:09:20,495046,234368,29
Oct-12 07:09:35,495047,234368,29
Oct-12 07:09:46,495048,234528,29
Oct-12 07:09:56,495049,234599,29
Oct-12 07:10:11,495050,234688,29
Oct-12 07:10:22,495051,234752,29
Oct-12 07:10:33,495052,234845,29
Oct-12 07:10:47,495053,234912,29
Oct-12 07:10:58,495054,234993,31
Oct-12 07:11:08,495055,235068,31
Oct-12 07:11:23,495056,235136,31
Oct-12 07:11:35,495057,235202,30
Oct-12 07:11:44,495058,235218,30
Oct-12 07:11:57,495059,235236,30
Oct-12 07:12:08,495060,235281,30
Oct-12 07:12:23,495061,235361,30
Oct-12 07:12:33,495062,235424,30
Oct-12 07:12:44,495063,235488,30
Oct-12 07:12:59,495064,235488,30
Oct-12 07:13:10,495065,235648,30
Oct-12 07:13:21,495066,235730,30
Oct-12 07:13:36,495067,235730,30
Oct-12 07:13:46,495068,235872,30
Oct-12 07:13:58,495069,235936,30
Oct-12 07:14:08,495070,236001,30
Oct-12 07:14:21,495071,236090,30
Oct-12 07:14:32,495072,236141,30
Oct-12 07:14:44,495073,236219,30
Oct-12 07:14:57,495074,236235,30
Oct-12 07:15:10,495075,236288,30
Oct-12 07:15:22,495076,236370,30
Oct-12 07:15:32,495077,236416,30
Oct-12 07:15:44,495078,236509,30
Oct-12 07:15:59,495079,236576,30
Oct-12 07:16:09,495080,236640,28
Oct-12 07:16:20,495081,236705,28
Oct-12 07:16:32,495082,236789,28
Oct-12 07:16:46,495083,236864,28
Oct-12 07:16:58,495084,236953,28
Oct-12 07:17:09,495085,236997,28
Oct-12 07:17:20,495086,237066,28
Oct-12 07:17:32,495087,237146,28
Oct-12 07:17:46,495088,237216,28
Oct-12 07:17:56,495089,237275,28
Oct-12 07:18:09,495090,237290,27
Oct-12 07:18:24,495091,237346,27
Oct-12 07:18:35,495092,237428,27
Oct-12 07:18:45,495093,237490,27
Oct-12 07:18:56,495094,237556,28
Oct-12 07:19:11,495095,237556,28
Oct-12 07:19:22,495096,237696,28
Oct-12 07:19:33,495097,237772,28
Oct-12 07:19:44,495098,237840,28
Oct-12 07:19:59,495099,237920,28
Oct-12 07:20:10,495100,238002,28
Oct-12 07:20:20,495101,238050,28
Oct-12 07:20:35,495102,238050,28
Oct-12 07:20:46,495103,238208,28
Oct-12 07:20:57,495104,238272,27
Oct-12 07:21:08,495105,238326,27
Oct-12 07:21:20,495106,238368,27
Oct-12 07:21:35,495107,238368,28
Oct-12 07:21:47,495108,238529,28
Oct-12 07:21:58,495109,238593,28
Oct-12 07:22:08,495110,238656,28
Oct-12 07:22:20,495111,238738,28
Oct-12 07:22:35,495112,238816,29
Oct-12 07:22:44,495113,238881,29
Oct-12 07:22:56,495114,238945,29
Oct-12 07:23:11,495115,238945,29
Oct-12 07:23:22,495116,239104,29
Oct-12 07:23:32,495117,239168,29
Oct-12 07:23:47,495118,239168,29
Oct-12 07:23:59,495119,239349,29
Oct-12 07:24:09,495120,239392,29
Oct-12 07:24:24,495121,239392,28
Oct-12 07:24:35,495122,239552,28
Oct-12 07:24:46,495123,239616,28
Oct-12 07:24:57,495124,239681,29
Oct-12 07:25:09,495125,239759,29
Oct-12 07:25:23,495126,239759,29
Oct-12 07:25:35,495127,239905,29
Oct-12 07:25:45,495128,239968,29
Oct-12 07:25:56,495129,240048,29
Oct-12 07:26:11,495130,240048,29
Oct-12 07:26:21,495131,240192,29
Oct-12 07:26:32,495132,240257,29
Oct-12 07:26:44,495133,240329,29
Oct-12 07:26:59,495134,240329,29
Oct-12 07:27:10,495135,240483,29
Oct-12 07:27:20,495136,240545,29
Oct-12 07:27:32,495137,240618,29
Oct-12 07:27:44,495138,240697,29
Oct-12 07:27:58,495139,240768,29
Oct-12 07:28:09,495140,240832,29
Oct-12 07:28:20,495141,240898,29
Oct-12 07:28:35,495142,240898,29
Oct-12 07:28:45,495143,241056,29
Oct-12 07:28:57,495144,241138,30
Oct-12 07:29:08,495145,241204,30
Oct-12 07:29:23,495146,241204,30
Oct-12 07:29:34,495147,241359,30
Oct-12 07:29:45,495148,241408,30
Oct-12 07:29:56,495149,241487,30
Oct-12 07:30:11,495150,241487,30
Oct-12 07:30:22,495151,241632,30
Oct-12 07:30:33,495152,241714,30
Oct-12 07:30:44,495153,241782,30
Oct-12 07:30:58,495154,241856,30
Oct-12 07:31:09,495155,241920,30
Oct-12 07:31:20,495156,241993,30
Oct-12 07:31:35,495157,241993,30
Oct-12 07:31:46,495158,242144,30
Oct-12 07:31:56,495159,242208,30
Oct-12 07:32:08,495160,242290,30
Oct-12 07:32:23,495161,242290,30
Oct-12 07:32:34,495162,242432,30
Oct-12 07:32:45,495163,242496,30
Oct-12 07:32:56,495164,242583,30
Oct-12 07:33:10,495165,242656,30
Oct-12 07:33:22,495166,242737,30
Oct-12 07:33:32,495167,242790,30
Oct-12 07:33:46,495168,242790,30
Oct-12 07:33:58,495169,242944,30
Oct-12 07:34:09,495170,243027,30
Oct-12 07:34:20,495171,243085,30
Oct-12 07:34:35,495172,243168,30
Oct-12 07:34:45,495173,243232,30
Oct-12 07:34:56,495174,243296,30
Oct-12 07:35:08,495175,243385,30
Oct-12 07:35:22,495176,243456,30
Oct-12 07:35:33,495177,243521,30
Oct-12 07:35:44,495178,243587,29
Oct-12 07:35:59,495179,243587,30
Oct-12 07:36:10,495180,243744,30
Oct-12 07:36:20,495181,243822,30
Oct-12 07:36:32,495182,243888,30
Oct-12 07:36:47,495183,243968,30
Oct-12 07:36:56,495184,244032,30
Oct-12 07:37:08,495185,244118,30
Oct-12 07:37:23,495186,244192,30
Oct-12 07:37:34,495187,244279,30
Oct-12 07:37:44,495188,244333,30
Oct-12 07:37:59,495189,244333,30
Oct-12 07:38:10,495190,244489,30
Oct-12 07:38:20,495191,244555,30
Oct-12 07:38:35,495192,244640,30
Oct-12 07:38:45,495193,244704,30
Oct-12 07:38:56,495194,244770,30
Oct-12 07:39:12,495195,244770,30
Oct-12 07:39:22,495196,244929,29
Oct-12 07:39:33,495197,244992,29
Oct-12 07:39:48,495198,244992,29
Oct-12 07:39:58,495199,245153,29
Oct-12 07:40:10,495200,245217,29
Oct-12 07:40:20,495201,245284,29
Oct-12 07:40:35,495202,245376,29
Oct-12 07:40:45,495203,245442,28
Oct-12 07:40:56,495204,245504,28
Oct-12 07:41:11,495205,245504,28
Oct-12 07:41:21,495206,245664,28
Oct-12 07:41:33,495207,245728,28
Oct-12 07:41:44,495208,245802,28
Oct-12 07:41:59,495209,245802,28
Oct-12 07:42:10,495210,245952,28
Oct-12 07:42:21,495211,246016,28
Oct-12 07:42:32,495212,246093,28
Oct-12 07:42:47,495213,246093,28
Oct-12 07:42:58,495214,246244,28
Oct-12 07:43:09,495215,246304,28
Oct-12 07:43:20,495216,246380,28
Oct-12 07:43:32,495217,246459,28
Oct-12 07:43:48,495218,246459,28
Oct-12 07:43:59,495219,246459,28
Oct-12 07:44:10,495220,246679,28
Oct-12 07:44:20,495221,246720,28
Oct-12 07:44:32,495222,246811,28
Oct-12 07:44:47,495223,246887,28
Oct-12 07:44:57,495224,246946,28
Oct-12 07:45:08,495225,247008,28
Oct-12 07:45:20,495226,247091,28
Oct-12 07:45:35,495227,247091,28
Oct-12 07:45:45,495228,247232,28
Oct-12 07:45:57,495229,247296,28
Oct-12 07:46:11,495230,247296,28
Oct-12 07:46:22,495231,247456,28
Oct-12 07:46:33,495232,247521,28
Oct-12 07:46:44,495233,247584,28
Oct-12 07:46:56,495234,247673,28
Oct-12 07:47:11,495235,247673,28
Oct-12 07:47:23,495236,247832,28
Oct-12 07:47:33,495237,247872,28
Oct-12 07:47:45,495238,247961,27
Oct-12 07:47:59,495239,247961,28
Oct-12 07:48:11,495240,248096,28
Oct-12 07:48:22,495241,248179,28
Oct-12 07:48:32,495242,248224,28
Oct-12 07:48:44,495243,248317,28
Oct-12 07:48:56,495244,248384,28
Oct-12 07:49:11,495245,248384,28
Oct-12 07:49:21,495246,248564,28
Oct-12 07:49:36,495247,248564,28
Oct-12 07:49:47,495248,248705,28
Oct-12 07:49:57,495249,248774,28
Oct-12 07:50:11,495250,248803,28
Oct-12 07:50:20,495251,248824,28
Oct-12 07:50:32,495252,248846,28
Oct-12 07:50:47,495253,248846,28
Oct-12 07:50:58,495254,248960,28
Oct-12 07:51:10,495255,249042,28
Oct-12 07:51:20,495256,249088,28
Oct-12 07:51:35,495257,249088,28
Oct-12 07:51:46,495258,249253,28
Oct-12 07:51:57,495259,249312,28
Oct-12 07:52:12,495260,249312,28
Oct-12 07:52:24,495261,249473,28
Oct-12 07:52:35,495262,249537,28
Oct-12 07:52:45,495263,249600,28
Oct-12 07:52:56,495264,249664,28
Oct-12 07:53:09,495265,249747,28
Oct-12 07:53:20,495266,249806,28
Oct-12 07:53:32,495267,249880,28
Oct-12 07:53:46,495268,249952,28
Oct-12 07:53:57,495269,250016,28
Oct-12 07:54:08,495270,250090,28
Oct-12 07:54:23,495271,250176,28
Oct-12 07:54:33,495272,250240,28
Oct-12 07:54:45,495273,250329,28
Oct-12 07:54:59,495274,250329,28
Oct-12 07:55:09,495275,250464,27
Oct-12 07:55:21,495276,250528,27
Oct-12 07:55:32,495277,250603,27
Oct-12 07:55:47,495278,250669,27
Oct-12 07:55:58,495279,250738,27
Oct-12 07:56:09,495280,250790,27
Oct-12 07:56:20,495281,250849,27
Oct-12 07:56:35,495282,250849,27
Oct-12 07:56:46,495283,251008,27
Oct-12 07:56:56,495284,251072,27
Oct-12 07:57:08,495285,251160,27
Oct-12 07:57:22,495286,251233,27
Oct-12 07:57:33,495287,251296,27
Oct-12 07:57:44,495288,251361,27
Oct-12 07:57:59,495289,251361,27
Oct-12 07:58:09,495290,251520,27
Oct-12 07:58:20,495291,251587,26
Oct-12 07:58:35,495292,251587,26
Oct-12 07:58:46,495293,251745,26
Oct-12 07:58:57,495294,251808,26
Oct-12 07:59:08,495295,251877,26
Oct-12 07:59:23,495296,251877,26
Oct-12 07:59:33,495297,252032,26
Oct-12 07:59:44,495298,252096,26
Oct-12 07:59:59,495299,252096,26
Oct-12 08:00:10,495300,252257,26
Oct-12 08:00:21,495301,252320,26
Oct-12 08:00:32,495302,252387,26
Oct-12 08:00:47,495303,252387,26
Oct-12 08:00:59,495304,252547,27
Oct-12 08:01:09,495305,252608,27
Oct-12 08:01:20,495306,252672,27
Oct-12 08:01:35,495307,252672,27
Oct-12 08:01:44,495308,252764,27
Oct-12 08:01:59,495309,252816,27
Oct-12 08:02:09,495310,252873,27
Oct-12 08:02:20,495311,252928,27
Oct-12 08:02:36,495312,252928,27
Oct-12 08:02:47,495313,253089,27
Oct-12 08:02:58,495314,253152,27
Oct-12 08:03:08,495315,253216,27
Oct-12 08:03:20,495316,253297,27
Oct-12 08:03:35,495317,253297,27
Oct-12 08:03:46,495318,253456,27
Oct-12 08:03:59,495319,253456,27
Oct-12 08:04:10,495320,253600,27
Oct-12 08:04:20,495321,253664,27
Oct-12 08:04:36,495322,253730,27
Oct-12 08:04:44,495323,253749,27
Oct-12 08:04:56,495324,253774,27
Oct-12 08:05:11,495325,253774,27
Oct-12 08:05:23,495326,253890,27
Oct-12 08:05:34,495327,253953,27
Oct-12 08:05:45,495328,254017,27
Oct-12 08:05:56,495329,254081,27
Oct-12 08:06:08,495330,254159,27
Oct-12 08:06:23,495331,254159,27
Oct-12 08:06:34,495332,254304,27
Oct-12 08:06:45,495333,254368,27
Oct-12 08:07:00,495334,254368,26
Oct-12 08:07:11,495335,254368,26
Oct-12 08:07:21,495336,254593,26
Oct-12 08:07:32,495337,254656,26
Oct-12 08:07:44,495338,254722,26
