datetime,est_time,speed,distance_in_slots,peers
Oct 08 00:45:02, 2 hrs 56 mins, speed: 32.00 slots/sec,338885, peers: 32
Oct 08 00:45:14, 2 hrs 56 mins, speed: 32.00 slots/sec,338373, peers: 34
Oct 08 00:45:26, 2 hrs 56 mins, speed: 32.00 slots/sec,338118, peers: 33
Oct 08 00:45:38, 2 hrs 55 mins, speed: 32.00 slots/sec,337607, peers: 32
Oct 08 00:45:50, 2 hrs 55 mins, speed: 31.98 slots/sec,337354, peers: 37
Oct 08 00:46:02, 2 hrs 55 mins, speed: 32.00 slots/sec,336841, peers: 37
Oct 08 00:46:14, 2 hrs 55 mins, speed: 32.00 slots/sec,336586, peers: 41
Oct 08 00:46:26, 3 hrs 30 mins, speed: 26.67 slots/sec,336331, peers: 41
Oct 08 00:46:38, 3 hrs 46 mins, speed: 24.71 slots/sec,336172, peers: 37
Oct 08 00:46:50, 3 hrs 47 mins, speed: 24.63 slots/sec,335663, peers: 39
Oct 08 00:47:02, 4 hrs 49 mins, speed: 19.29 slots/sec,335664, peers: 36
Oct 08 00:47:14, 3 hrs 47 mins, speed: 24.61 slots/sec,335154, peers: 37
Oct 08 00:47:26, 2 hrs 54 mins, speed: 31.98 slots/sec,334641, peers: 36
Oct 08 00:47:38, 3 hrs 28 mins, speed: 26.71 slots/sec,334385, peers: 40
Oct 08 00:47:50, 2 hrs 28 mins, speed: 37.36 slots/sec,333875, peers: 39
Oct 08 00:48:02, 2 hrs 53 mins, speed: 32.02 slots/sec,333621, peers: 36
Oct 08 00:48:14, 2 hrs 53 mins, speed: 32.02 slots/sec,333108, peers: 40
Oct 08 00:48:26, 2 hrs 53 mins, speed: 32.00 slots/sec,332853, peers: 40
Oct 08 00:48:38, 2 hrs 52 mins, speed: 32.02 slots/sec,332342, peers: 37
Oct 08 00:48:50, 2 hrs 28 mins, speed: 37.36 slots/sec,331832, peers: 39
Oct 08 00:49:02, 2 hrs 53 mins, speed: 31.94 slots/sec,331579, peers: 38
Oct 08 00:49:14, 2 hrs 27 mins, speed: 37.34 slots/sec,331065, peers: 45
Oct 08 00:49:26, 2 hrs 27 mins, speed: 37.33 slots/sec,330554, peers: 44
Oct 08 00:49:38, 2 hrs 51 mins, speed: 32.02 slots/sec,330299, peers: 38
Oct 08 00:49:50, 2 hrs 51 mins, speed: 32.06 slots/sec,330044, peers: 38
Oct 08 00:50:02, 2 hrs 51 mins, speed: 32.00 slots/sec,329533, peers: 35
Oct 08 00:50:14, 2 hrs 51 mins, speed: 32.00 slots/sec,329022, peers: 38
Oct 08 00:50:26, 2 hrs 51 mins, speed: 32.00 slots/sec,328767, peers: 38
Oct 08 00:50:38, 2 hrs 26 mins, speed: 37.32 slots/sec,328257, peers: 36
Oct 08 00:50:50, 2 hrs 26 mins, speed: 37.34 slots/sec,327745, peers: 40
Oct 08 00:51:02, 2 hrs 26 mins, speed: 37.31 slots/sec,327235, peers: 36
Oct 08 00:51:14, 2 hrs 25 mins, speed: 37.33 slots/sec,326979, peers: 31
Oct 08 00:51:26, 2 hrs 50 mins, speed: 32.00 slots/sec,326725, peers: 37
Oct 08 00:51:38, 3 hrs 24 mins, speed: 26.67 slots/sec,326469, peers: 38
Oct 08 00:51:50, 5 hrs 39 mins, speed: 16.02 slots/sec,326470, peers: 36
Oct 08 00:52:02, 4 hrs 41 mins, speed: 19.33 slots/sec,326055, peers: 36
Oct 08 00:52:14, 4 hrs 41 mins, speed: 19.31 slots/sec,325802, peers: 33
Oct 08 00:52:26, 3 hrs 39 mins, speed: 24.67 slots/sec,325289, peers: 35
Oct 08 00:52:38, 3 hrs 0 mins, speed: 30.00 slots/sec,325034, peers: 31
Oct 08 00:52:50, 2 hrs 49 mins, speed: 31.98 slots/sec,324524, peers: 33
Oct 08 00:53:02, 2 hrs 48 mins, speed: 32.04 slots/sec,324268, peers: 31
Oct 08 00:53:14, 2 hrs 48 mins, speed: 31.98 slots/sec,323758, peers: 31
Oct 08 00:53:26, 2 hrs 48 mins, speed: 32.00 slots/sec,323502, peers: 27
Oct 08 00:53:38, 2 hrs 48 mins, speed: 32.02 slots/sec,322991, peers: 26
Oct 08 00:53:50, 2 hrs 23 mins, speed: 37.33 slots/sec,322480, peers: 28
Oct 08 00:54:02, 2 hrs 47 mins, speed: 31.98 slots/sec,322227, peers: 26
Oct 08 00:54:14, 2 hrs 47 mins, speed: 32.00 slots/sec,321970, peers: 30
Oct 08 00:54:26, 2 hrs 47 mins, speed: 32.00 slots/sec,321459, peers: 29
Oct 08 00:54:38, 3 hrs 20 mins, speed: 26.65 slots/sec,321205, peers: 25
Oct 08 00:54:50, 2 hrs 46 mins, speed: 32.02 slots/sec,320694, peers: 24
Oct 08 00:55:02, 2 hrs 47 mins, speed: 31.96 slots/sec,320440, peers: 21
Oct 08 00:55:14, 2 hrs 46 mins, speed: 32.00 slots/sec,319927, peers: 20
Oct 08 00:55:26, 2 hrs 22 mins, speed: 37.36 slots/sec,319416, peers: 20
Oct 08 00:55:38, 2 hrs 46 mins, speed: 32.02 slots/sec,319161, peers: 19
Oct 08 00:55:50, 2 hrs 22 mins, speed: 37.33 slots/sec,318652, peers: 23
Oct 08 00:56:02, 2 hrs 45 mins, speed: 31.98 slots/sec,318396, peers: 22
Oct 08 00:56:14, 3 hrs 18 mins, speed: 26.67 slots/sec,318140, peers: 22
Oct 08 00:56:26, 2 hrs 45 mins, speed: 32.00 slots/sec,317629, peers: 20
Oct 08 00:56:38, 2 hrs 44 mins, speed: 32.04 slots/sec,317118, peers: 18
Oct 08 00:56:50, 2 hrs 44 mins, speed: 32.02 slots/sec,316863, peers: 18
Oct 08 00:57:02, 2 hrs 21 mins, speed: 37.34 slots/sec,316352, peers: 17
Oct 08 00:57:14, 2 hrs 44 mins, speed: 32.00 slots/sec,316097, peers: 19
Oct 08 00:57:26, 2 hrs 44 mins, speed: 31.98 slots/sec,315587, peers: 18
Oct 08 00:57:38, 2 hrs 44 mins, speed: 32.00 slots/sec,315331, peers: 17
Oct 08 00:57:50, 2 hrs 43 mins, speed: 32.00 slots/sec,314820, peers: 17
Oct 08 00:58:02, 2 hrs 43 mins, speed: 32.00 slots/sec,314565, peers: 16
Oct 08 00:58:14, 2 hrs 43 mins, speed: 32.00 slots/sec,314055, peers: 17
Oct 08 00:58:26, 2 hrs 43 mins, speed: 32.00 slots/sec,313799, peers: 16
Oct 08 00:58:38, 2 hrs 43 mins, speed: 32.00 slots/sec,313288, peers: 20
Oct 08 00:58:50, 2 hrs 43 mins, speed: 32.00 slots/sec,313033, peers: 20
Oct 08 00:59:02, 3 hrs 15 mins, speed: 26.67 slots/sec,312779, peers: 20
Oct 08 00:59:14, 2 hrs 49 mins, speed: 30.67 slots/sec,312331, peers: 23
Oct 08 00:59:26, 3 hrs 25 mins, speed: 25.31 slots/sec,312077, peers: 22
Oct 08 00:59:38, 2 hrs 49 mins, speed: 30.67 slots/sec,311565, peers: 26
Oct 08 00:59:50, 2 hrs 49 mins, speed: 30.67 slots/sec,311311, peers: 24
Oct 08 01:00:02, 3 hrs 14 mins, speed: 26.65 slots/sec,311056, peers: 21
Oct 08 01:00:14, 2 hrs 41 mins, speed: 32.02 slots/sec,310544, peers: 22
Oct 08 01:00:26, 3 hrs 13 mins, speed: 26.67 slots/sec,310289, peers: 22
Oct 08 01:00:38, 3 hrs 13 mins, speed: 26.69 slots/sec,310034, peers: 20
Oct 08 01:00:50, 2 hrs 41 mins, speed: 32.00 slots/sec,309524, peers: 25
Oct 08 01:01:02, 3 hrs 13 mins, speed: 26.67 slots/sec,309268, peers: 24
Oct 08 01:01:14, 2 hrs 40 mins, speed: 32.00 slots/sec,308757, peers: 25
Oct 08 01:01:26, 2 hrs 40 mins, speed: 31.98 slots/sec,308503, peers: 24
Oct 08 01:01:38, 2 hrs 40 mins, speed: 32.02 slots/sec,307991, peers: 24
Oct 08 01:01:50, 2 hrs 40 mins, speed: 32.00 slots/sec,307736, peers: 24
Oct 08 01:02:02, 2 hrs 40 mins, speed: 31.98 slots/sec,307226, peers: 24
Oct 08 01:02:14, 2 hrs 39 mins, speed: 32.02 slots/sec,306970, peers: 25
Oct 08 01:02:26, 2 hrs 39 mins, speed: 31.96 slots/sec,306461, peers: 25
Oct 08 01:02:38, 2 hrs 39 mins, speed: 31.94 slots/sec,306207, peers: 25
Oct 08 01:02:50, 2 hrs 39 mins, speed: 32.02 slots/sec,305693, peers: 25
Oct 08 01:03:02, 2 hrs 39 mins, speed: 31.98 slots/sec,305439, peers: 31
Oct 08 01:03:14, 2 hrs 38 mins, speed: 32.02 slots/sec,304928, peers: 29
Oct 08 01:03:26, 2 hrs 38 mins, speed: 32.04 slots/sec,304673, peers: 25
Oct 08 01:03:38, 3 hrs 10 mins, speed: 26.65 slots/sec,304418, peers: 24
Oct 08 01:03:50, 3 hrs 10 mins, speed: 26.61 slots/sec,304166, peers: 25
Oct 08 01:04:02, 3 hrs 9 mins, speed: 26.65 slots/sec,303653, peers: 24
Oct 08 01:04:14, 3 hrs 9 mins, speed: 26.67 slots/sec,303397, peers: 28
Oct 08 01:04:26, 2 hrs 37 mins, speed: 32.00 slots/sec,302886, peers: 29
Oct 08 01:04:38, 2 hrs 37 mins, speed: 32.08 slots/sec,302630, peers: 27
Oct 08 01:04:50, 3 hrs 8 mins, speed: 26.69 slots/sec,302376, peers: 28
Oct 08 01:05:02, 3 hrs 24 mins, speed: 24.69 slots/sec,302216, peers: 24
Oct 08 01:05:14, 4 hrs 20 mins, speed: 19.36 slots/sec,301961, peers: 28
Oct 08 01:05:26, 4 hrs 20 mins, speed: 19.31 slots/sec,301707, peers: 27
Oct 08 01:05:38, 4 hrs 19 mins, speed: 19.35 slots/sec,301451, peers: 25
Oct 08 01:05:50, 3 hrs 55 mins, speed: 21.33 slots/sec,301196, peers: 28
Oct 08 01:06:02, 3 hrs 7 mins, speed: 26.67 slots/sec,300685, peers: 28
Oct 08 01:06:14, 3 hrs 7 mins, speed: 26.67 slots/sec,300431, peers: 28
Oct 08 01:06:26, 2 hrs 36 mins, speed: 31.98 slots/sec,299920, peers: 28
Oct 08 01:06:38, 2 hrs 36 mins, speed: 32.00 slots/sec,299664, peers: 28
Oct 08 01:06:50, 3 hrs 7 mins, speed: 26.65 slots/sec,299410, peers: 30
Oct 08 01:07:02, 2 hrs 35 mins, speed: 32.02 slots/sec,298898, peers: 27
Oct 08 01:07:14, 3 hrs 6 mins, speed: 26.69 slots/sec,298643, peers: 28
Oct 08 01:07:26, 3 hrs 6 mins, speed: 26.67 slots/sec,298388, peers: 28
Oct 08 01:07:38, 2 hrs 35 mins, speed: 32.02 slots/sec,297877, peers: 25
Oct 08 01:07:50, 3 hrs 6 mins, speed: 26.67 slots/sec,297622, peers: 29
Oct 08 01:08:02, 3 hrs 5 mins, speed: 26.67 slots/sec,297367, peers: 30
Oct 08 01:08:14, 2 hrs 34 mins, speed: 31.94 slots/sec,296859, peers: 34
Oct 08 01:08:26, 3 hrs 5 mins, speed: 26.67 slots/sec,296601, peers: 31
Oct 08 01:08:38, 2 hrs 34 mins, speed: 32.00 slots/sec,296090, peers: 30
Oct 08 01:08:50, 2 hrs 34 mins, speed: 32.00 slots/sec,295835, peers: 27
Oct 08 01:09:02, 2 hrs 33 mins, speed: 32.04 slots/sec,295325, peers: 28
Oct 08 01:09:14, 2 hrs 33 mins, speed: 32.00 slots/sec,295069, peers: 27
Oct 08 01:09:26, 3 hrs 4 mins, speed: 26.65 slots/sec,294815, peers: 24
Oct 08 01:09:38, 2 hrs 33 mins, speed: 32.00 slots/sec,294303, peers: 22
Oct 08 01:09:50, 3 hrs 3 mins, speed: 26.69 slots/sec,294048, peers: 20
Oct 08 01:10:02, 3 hrs 3 mins, speed: 26.65 slots/sec,293794, peers: 18
Oct 08 01:10:14, 2 hrs 32 mins, speed: 32.02 slots/sec,293282, peers: 16
Oct 08 01:10:26, 3 hrs 3 mins, speed: 26.67 slots/sec,293027, peers: 17
Oct 08 01:10:38, 3 hrs 2 mins, speed: 26.67 slots/sec,292772, peers: 17
Oct 08 01:10:50, 3 hrs 28 mins, speed: 23.36 slots/sec,292677, peers: 19
Oct 08 01:11:02, 3 hrs 28 mins, speed: 23.33 slots/sec,292166, peers: 19
Oct 08 01:11:14, 3 hrs 29 mins, speed: 23.27 slots/sec,291914, peers: 19
Oct 08 01:11:26, 3 hrs 28 mins, speed: 23.33 slots/sec,291656, peers: 23
Oct 08 01:11:38, 2 hrs 49 mins, speed: 28.67 slots/sec,291305, peers: 24
Oct 08 01:11:50, 3 hrs 27 mins, speed: 23.33 slots/sec,291050, peers: 23
Oct 08 01:12:02, 2 hrs 48 mins, speed: 28.73 slots/sec,290539, peers: 21
Oct 08 01:12:14, 2 hrs 48 mins, speed: 28.67 slots/sec,290284, peers: 21
Oct 08 01:12:26, 3 hrs 1 mins, speed: 26.67 slots/sec,290029, peers: 25
Oct 08 01:12:38, 2 hrs 30 mins, speed: 32.00 slots/sec,289518, peers: 26
Oct 08 01:12:50, 3 hrs 0 mins, speed: 26.65 slots/sec,289264, peers: 24
Oct 08 01:13:02, 3 hrs 0 mins, speed: 26.67 slots/sec,289008, peers: 21
Oct 08 01:13:14, 2 hrs 30 mins, speed: 32.00 slots/sec,288497, peers: 18
Oct 08 01:13:26, 3 hrs 0 mins, speed: 26.67 slots/sec,288242, peers: 16
Oct 08 01:13:38, 2 hrs 59 mins, speed: 26.69 slots/sec,287987, peers: 15
Oct 08 01:13:50, 2 hrs 29 mins, speed: 31.98 slots/sec,287477, peers: 15
Oct 08 01:14:02, 2 hrs 59 mins, speed: 26.67 slots/sec,287221, peers: 15
Oct 08 01:14:14, 2 hrs 59 mins, speed: 26.67 slots/sec,286966, peers: 16
Oct 08 01:14:26, 2 hrs 29 mins, speed: 31.98 slots/sec,286456, peers: 15
Oct 08 01:14:38, 2 hrs 58 mins, speed: 26.69 slots/sec,286200, peers: 13
Oct 08 01:14:50, 2 hrs 58 mins, speed: 26.65 slots/sec,285946, peers: 16
Oct 08 01:15:02, 2 hrs 28 mins, speed: 32.00 slots/sec,285434, peers: 16
Oct 08 01:15:14, 2 hrs 58 mins, speed: 26.69 slots/sec,285179, peers: 16
Oct 08 01:15:26, 2 hrs 28 mins, speed: 32.00 slots/sec,284668, peers: 19
Oct 08 01:15:38, 2 hrs 28 mins, speed: 32.00 slots/sec,284414, peers: 19
Oct 08 01:15:50, 2 hrs 57 mins, speed: 26.67 slots/sec,284158, peers: 20
Oct 08 01:16:02, 2 hrs 27 mins, speed: 31.98 slots/sec,283648, peers: 20
Oct 08 01:16:14, 2 hrs 57 mins, speed: 26.67 slots/sec,283392, peers: 18
Oct 08 01:16:26, 2 hrs 56 mins, speed: 26.69 slots/sec,283137, peers: 22
Oct 08 01:16:38, 2 hrs 27 mins, speed: 32.00 slots/sec,282626, peers: 20
Oct 08 01:16:50, 2 hrs 56 mins, speed: 26.65 slots/sec,282373, peers: 19
Oct 08 01:17:02, 2 hrs 56 mins, speed: 26.65 slots/sec,282117, peers: 18
Oct 08 01:17:14, 2 hrs 56 mins, speed: 26.67 slots/sec,281861, peers: 18
Oct 08 01:17:26, 2 hrs 55 mins, speed: 26.65 slots/sec,281351, peers: 23
Oct 08 01:17:38, 2 hrs 55 mins, speed: 26.71 slots/sec,281095, peers: 21
Oct 08 01:17:50, 2 hrs 55 mins, speed: 26.69 slots/sec,280840, peers: 24
Oct 08 01:18:02, 2 hrs 25 mins, speed: 32.00 slots/sec,280329, peers: 23
Oct 08 01:18:14, 2 hrs 55 mins, speed: 26.67 slots/sec,280075, peers: 21
Oct 08 01:18:26, 3 hrs 4 mins, speed: 25.34 slots/sec,279883, peers: 23
Oct 08 01:18:38, 3 hrs 3 mins, speed: 25.33 slots/sec,279628, peers: 22
Oct 08 01:18:50, 3 hrs 53 mins, speed: 19.98 slots/sec,279374, peers: 23
Oct 08 01:19:02, 3 hrs 3 mins, speed: 25.33 slots/sec,278863, peers: 20
Oct 08 01:19:14, 2 hrs 54 mins, speed: 26.67 slots/sec,278607, peers: 19
Oct 08 01:19:26, 2 hrs 53 mins, speed: 26.67 slots/sec,278352, peers: 22
Oct 08 01:19:38, 2 hrs 24 mins, speed: 32.02 slots/sec,277841, peers: 21
Oct 08 01:19:50, 2 hrs 53 mins, speed: 26.69 slots/sec,277586, peers: 25
Oct 08 01:20:02, 2 hrs 53 mins, speed: 26.60 slots/sec,277334, peers: 24
Oct 08 01:20:14, 2 hrs 53 mins, speed: 26.67 slots/sec,277076, peers: 25
Oct 08 01:20:26, 2 hrs 52 mins, speed: 26.67 slots/sec,276565, peers: 25
Oct 08 01:20:38, 2 hrs 52 mins, speed: 26.65 slots/sec,276311, peers: 25
Oct 08 01:20:50, 2 hrs 23 mins, speed: 32.06 slots/sec,275799, peers: 31
Oct 08 01:21:02, 2 hrs 23 mins, speed: 32.00 slots/sec,275544, peers: 32
Oct 08 01:21:14, 2 hrs 52 mins, speed: 26.63 slots/sec,275291, peers: 32
Oct 08 01:21:26, 2 hrs 51 mins, speed: 26.67 slots/sec,275035, peers: 35
Oct 08 01:21:38, 2 hrs 51 mins, speed: 26.67 slots/sec,274523, peers: 35
Oct 08 01:21:50, 2 hrs 51 mins, speed: 26.65 slots/sec,274269, peers: 35
Oct 08 01:22:02, 2 hrs 51 mins, speed: 26.67 slots/sec,274015, peers: 32
Oct 08 01:22:14, 2 hrs 22 mins, speed: 32.02 slots/sec,273502, peers: 30
Oct 08 01:22:26, 2 hrs 50 mins, speed: 26.67 slots/sec,273247, peers: 31
Oct 08 01:22:38, 2 hrs 50 mins, speed: 26.69 slots/sec,272992, peers: 32
Oct 08 01:22:50, 2 hrs 21 mins, speed: 32.02 slots/sec,272482, peers: 31
Oct 08 01:23:02, 2 hrs 50 mins, speed: 26.65 slots/sec,272227, peers: 28
Oct 08 01:23:14, 2 hrs 49 mins, speed: 26.67 slots/sec,271971, peers: 29
Oct 08 01:23:26, 2 hrs 49 mins, speed: 26.67 slots/sec,271716, peers: 27
Oct 08 01:23:38, 2 hrs 49 mins, speed: 26.69 slots/sec,271205, peers: 26
Oct 08 01:23:50, 2 hrs 49 mins, speed: 26.69 slots/sec,270950, peers: 26
Oct 08 01:24:02, 2 hrs 49 mins, speed: 26.67 slots/sec,270695, peers: 32
Oct 08 01:24:14, 2 hrs 20 mins, speed: 32.00 slots/sec,270184, peers: 32
Oct 08 01:24:26, 2 hrs 48 mins, speed: 26.67 slots/sec,269929, peers: 29
Oct 08 01:24:38, 2 hrs 48 mins, speed: 26.67 slots/sec,269674, peers: 27
Oct 08 01:24:50, 2 hrs 20 mins, speed: 31.96 slots/sec,269165, peers: 25
Oct 08 01:25:02, 2 hrs 48 mins, speed: 26.67 slots/sec,268908, peers: 24
Oct 08 01:25:14, 2 hrs 48 mins, speed: 26.63 slots/sec,268655, peers: 23
Oct 08 01:25:26, 2 hrs 47 mins, speed: 26.65 slots/sec,268399, peers: 23
Oct 08 01:25:38, 3 hrs 50 mins, speed: 19.38 slots/sec,268239, peers: 21
Oct 08 01:25:50, 4 hrs 39 mins, speed: 16.00 slots/sec,268144, peers: 20
Oct 08 01:26:02, 4 hrs 38 mins, speed: 16.02 slots/sec,267890, peers: 19
Oct 08 01:26:14, 3 hrs 28 mins, speed: 21.35 slots/sec,267378, peers: 17
Oct 08 01:26:26, 3 hrs 10 mins, speed: 23.33 slots/sec,267123, peers: 19
Oct 08 01:26:38, 3 hrs 0 mins, speed: 24.65 slots/sec,266965, peers: 16
Oct 08 01:26:50, 2 hrs 46 mins, speed: 26.69 slots/sec,266613, peers: 20
Oct 08 01:27:02, 3 hrs 28 mins, speed: 21.31 slots/sec,266359, peers: 19
Oct 08 01:27:14, 3 hrs 49 mins, speed: 19.31 slots/sec,266200, peers: 22
Oct 08 01:27:26, 2 hrs 45 mins, speed: 26.69 slots/sec,265688, peers: 22
Oct 08 01:27:38, 2 hrs 59 mins, speed: 24.67 slots/sec,265433, peers: 20
Oct 08 01:27:50, 2 hrs 59 mins, speed: 24.69 slots/sec,265178, peers: 19
Oct 08 01:28:02, 2 hrs 17 mins, speed: 31.98 slots/sec,264669, peers: 21
Oct 08 01:28:14, 2 hrs 45 mins, speed: 26.65 slots/sec,264413, peers: 26
Oct 08 01:28:26, 2 hrs 45 mins, speed: 26.67 slots/sec,264157, peers: 25
Oct 08 01:28:38, 2 hrs 17 mins, speed: 32.00 slots/sec,263646, peers: 24
Oct 08 01:28:50, 2 hrs 16 mins, speed: 32.04 slots/sec,263135, peers: 23
Oct 08 01:29:02, 2 hrs 16 mins, speed: 32.00 slots/sec,262881, peers: 23
Oct 08 01:29:14, 1 hr 57 mins, speed: 37.34 slots/sec,262369, peers: 23
Oct 08 01:29:26, 2 hrs 16 mins, speed: 32.00 slots/sec,262114, peers: 24
Oct 08 01:29:38, 2 hrs 16 mins, speed: 31.98 slots/sec,261604, peers: 21
Oct 08 01:29:50, 1 hr 56 mins, speed: 37.36 slots/sec,261092, peers: 27
Oct 08 01:30:02, 2 hrs 15 mins, speed: 32.00 slots/sec,260837, peers: 27
Oct 08 01:30:14, 1 hr 56 mins, speed: 37.34 slots/sec,260326, peers: 25
Oct 08 01:30:26, 2 hrs 15 mins, speed: 32.02 slots/sec,260071, peers: 25
Oct 08 01:30:38, 2 hrs 15 mins, speed: 32.00 slots/sec,259560, peers: 23
Oct 08 01:30:50, 1 hr 55 mins, speed: 37.32 slots/sec,259050, peers: 25
Oct 08 01:31:02, 2 hrs 14 mins, speed: 32.00 slots/sec,258794, peers: 24
Oct 08 01:31:14, 1 hr 55 mins, speed: 37.34 slots/sec,258283, peers: 23
Oct 08 01:31:26, 1 hr 55 mins, speed: 37.34 slots/sec,257772, peers: 23
Oct 08 01:31:38, 2 hrs 14 mins, speed: 32.02 slots/sec,257517, peers: 23
Oct 08 01:31:50, 1 hr 54 mins, speed: 37.34 slots/sec,257006, peers: 27
Oct 08 01:32:02, 2 hrs 13 mins, speed: 31.98 slots/sec,256752, peers: 25
Oct 08 01:32:14, 2 hrs 19 mins, speed: 30.67 slots/sec,256304, peers: 26
Oct 08 01:32:26, 1 hr 58 mins, speed: 36.00 slots/sec,255793, peers: 23
Oct 08 01:32:38, 2 hrs 18 mins, speed: 30.67 slots/sec,255538, peers: 21
Oct 08 01:32:50, 1 hr 57 mins, speed: 36.02 slots/sec,255027, peers: 22
Oct 08 01:33:02, 1 hr 53 mins, speed: 37.31 slots/sec,254517, peers: 22
Oct 08 01:33:14, 2 hrs 12 mins, speed: 31.98 slots/sec,254262, peers: 21
Oct 08 01:33:26, 1 hr 53 mins, speed: 37.31 slots/sec,253751, peers: 23
Oct 08 01:33:38, 2 hrs 12 mins, speed: 32.00 slots/sec,253495, peers: 25
Oct 08 01:33:50, 2 hrs 11 mins, speed: 32.02 slots/sec,252984, peers: 24
Oct 08 01:34:02, 1 hr 52 mins, speed: 37.34 slots/sec,252474, peers: 23
Oct 08 01:34:14, 2 hrs 11 mins, speed: 32.02 slots/sec,252218, peers: 27
Oct 08 01:34:26, 1 hr 52 mins, speed: 37.31 slots/sec,251708, peers: 27
Oct 08 01:34:38, 1 hr 52 mins, speed: 37.29 slots/sec,251198, peers: 23
Oct 08 01:34:50, 2 hrs 10 mins, speed: 32.00 slots/sec,250942, peers: 27
Oct 08 01:35:02, 1 hr 51 mins, speed: 37.31 slots/sec,250431, peers: 28
Oct 08 01:35:14, 1 hr 51 mins, speed: 37.36 slots/sec,249919, peers: 26
Oct 08 01:35:26, 1 hr 51 mins, speed: 37.38 slots/sec,249408, peers: 27
Oct 08 01:35:38, 1 hr 51 mins, speed: 37.31 slots/sec,249155, peers: 26
Oct 08 01:35:50, 1 hr 50 mins, speed: 37.36 slots/sec,248642, peers: 29
Oct 08 01:36:02, 1 hr 50 mins, speed: 37.34 slots/sec,248131, peers: 27
Oct 08 01:36:14, 1 hr 51 mins, speed: 37.15 slots/sec,247629, peers: 28
Oct 08 01:36:26, 1 hr 50 mins, speed: 37.36 slots/sec,247366, peers: 27
Oct 08 01:36:38, 1 hr 50 mins, speed: 37.31 slots/sec,246855, peers: 29
Oct 08 01:36:50, 2 hrs 8 mins, speed: 32.00 slots/sec,246599, peers: 30
Oct 08 01:37:02, 2 hrs 40 mins, speed: 25.52 slots/sec,246408, peers: 29
Oct 08 01:37:14, 2 hrs 13 mins, speed: 30.69 slots/sec,245897, peers: 31
Oct 08 01:37:26, 2 hrs 41 mins, speed: 25.36 slots/sec,245642, peers: 28
Oct 08 01:37:38, 2 hrs 13 mins, speed: 30.63 slots/sec,245133, peers: 25
Oct 08 01:37:50, 2 hrs 7 mins, speed: 32.00 slots/sec,244876, peers: 31
Oct 08 01:38:02, 2 hrs 7 mins, speed: 32.00 slots/sec,244365, peers: 30
Oct 08 01:38:14, 1 hr 48 mins, speed: 37.33 slots/sec,243854, peers: 32
Oct 08 01:38:26, 2 hrs 6 mins, speed: 32.02 slots/sec,243600, peers: 31
Oct 08 01:38:38, 1 hr 48 mins, speed: 37.34 slots/sec,243088, peers: 26
Oct 08 01:38:50, 1 hr 48 mins, speed: 37.32 slots/sec,242578, peers: 26
Oct 08 01:39:02, 2 hrs 6 mins, speed: 32.00 slots/sec,242322, peers: 25
Oct 08 01:39:14, 1 hr 47 mins, speed: 37.36 slots/sec,241811, peers: 24
Oct 08 01:39:26, 1 hr 47 mins, speed: 37.34 slots/sec,241300, peers: 25
Oct 08 01:39:38, 2 hrs 5 mins, speed: 32.02 slots/sec,241045, peers: 28
Oct 08 01:39:50, 1 hr 47 mins, speed: 37.34 slots/sec,240534, peers: 27
Oct 08 01:40:02, 2 hrs 5 mins, speed: 31.98 slots/sec,240280, peers: 25
Oct 08 01:40:14, 2 hrs 4 mins, speed: 32.00 slots/sec,239768, peers: 24
Oct 08 01:40:26, 2 hrs 4 mins, speed: 32.00 slots/sec,239513, peers: 27
Oct 08 01:40:38, 2 hrs 4 mins, speed: 32.00 slots/sec,239002, peers: 25
Oct 08 01:40:50, 2 hrs 4 mins, speed: 32.02 slots/sec,238747, peers: 28
Oct 08 01:41:02, 2 hrs 4 mins, speed: 32.00 slots/sec,238236, peers: 26
Oct 08 01:41:14, 1 hr 46 mins, speed: 37.34 slots/sec,237725, peers: 25
Oct 08 01:41:26, 2 hrs 3 mins, speed: 32.00 slots/sec,237470, peers: 25
Oct 08 01:41:38, 1 hr 45 mins, speed: 37.29 slots/sec,236961, peers: 25
Oct 08 01:41:50, 2 hrs 3 mins, speed: 32.00 slots/sec,236704, peers: 26
Oct 08 01:42:02, 2 hrs 3 mins, speed: 31.98 slots/sec,236194, peers: 23
Oct 08 01:42:14, 1 hr 45 mins, speed: 37.33 slots/sec,235682, peers: 24
Oct 08 01:42:26, 2 hrs 2 mins, speed: 32.02 slots/sec,235428, peers: 22
Oct 08 01:42:38, 1 hr 44 mins, speed: 37.33 slots/sec,234916, peers: 19
Oct 08 01:42:50, 1 hr 44 mins, speed: 37.35 slots/sec,234405, peers: 19
Oct 08 01:43:02, 2 hrs 1 mins, speed: 32.00 slots/sec,234150, peers: 18
Oct 08 01:43:14, 1 hr 44 mins, speed: 37.36 slots/sec,233639, peers: 18
Oct 08 01:43:26, 1 hr 50 mins, speed: 35.33 slots/sec,233224, peers: 17
Oct 08 01:43:38, 2 hrs 9 mins, speed: 30.00 slots/sec,232969, peers: 19
Oct 08 01:43:50, 2 hrs 9 mins, speed: 30.00 slots/sec,232714, peers: 18
Oct 08 01:44:02, 2 hrs 9 mins, speed: 29.98 slots/sec,232204, peers: 18
Oct 08 01:44:14, 2 hrs 24 mins, speed: 26.67 slots/sec,231948, peers: 20
Oct 08 01:44:26, 2 hrs 0 mins, speed: 31.98 slots/sec,231438, peers: 19
