datetime,est_time,speed,distance_in_slots,peers
Oct 08 01:44:38, 2 hrs 0 mins, speed: 32.00 slots/sec,231182, peers: 19
Oct 08 01:44:50, 2 hrs 0 mins, speed: 32.02 slots/sec,230671, peers: 20
Oct 08 01:45:02, 2 hrs 0 mins, speed: 32.00 slots/sec,230416, peers: 17
Oct 08 01:45:14, 1 hr 59 mins, speed: 32.02 slots/sec,229905, peers: 22
Oct 08 01:45:26, 1 hr 59 mins, speed: 32.00 slots/sec,229650, peers: 22
Oct 08 01:45:38, 1 hr 59 mins, speed: 32.00 slots/sec,229139, peers: 20
Oct 08 01:45:50, 1 hr 59 mins, speed: 31.96 slots/sec,228886, peers: 23
Oct 08 01:46:02, 2 hrs 23 mins, speed: 26.65 slots/sec,228630, peers: 20
Oct 08 01:46:14, 1 hr 58 mins, speed: 32.00 slots/sec,228118, peers: 25
Oct 08 01:46:26, 2 hrs 22 mins, speed: 26.67 slots/sec,227863, peers: 22
Oct 08 01:46:38, 1 hr 58 mins, speed: 32.02 slots/sec,227353, peers: 24
Oct 08 01:46:50, 1 hr 58 mins, speed: 32.00 slots/sec,227098, peers: 23
Oct 08 01:47:02, 2 hrs 21 mins, speed: 26.67 slots/sec,226842, peers: 22
Oct 08 01:47:14, 1 hr 57 mins, speed: 32.00 slots/sec,226331, peers: 22
Oct 08 01:47:26, 2 hrs 21 mins, speed: 26.67 slots/sec,226077, peers: 22
Oct 08 01:47:38, 1 hr 57 mins, speed: 32.02 slots/sec,225565, peers: 22
Oct 08 01:47:50, 1 hr 57 mins, speed: 32.00 slots/sec,225310, peers: 21
Oct 08 01:48:02, 1 hr 57 mins, speed: 31.98 slots/sec,224800, peers: 21
Oct 08 01:48:14, 1 hr 56 mins, speed: 32.02 slots/sec,224544, peers: 24
Oct 08 01:48:26, 1 hr 56 mins, speed: 32.00 slots/sec,224033, peers: 22
Oct 08 01:48:38, 1 hr 56 mins, speed: 32.00 slots/sec,223778, peers: 18
Oct 08 01:48:50, 1 hr 56 mins, speed: 32.02 slots/sec,223267, peers: 24
Oct 08 01:49:02, 1 hr 56 mins, speed: 32.00 slots/sec,223012, peers: 21
Oct 08 01:49:14, 1 hr 55 mins, speed: 32.00 slots/sec,222501, peers: 23
Oct 08 01:49:26, 1 hr 55 mins, speed: 32.00 slots/sec,222246, peers: 24
Oct 08 01:49:38, 2 hrs 0 mins, speed: 30.67 slots/sec,221799, peers: 23
Oct 08 01:49:50, 2 hrs 0 mins, speed: 30.60 slots/sec,221547, peers: 26
Oct 08 01:50:02, 2 hrs 0 mins, speed: 30.67 slots/sec,221033, peers: 26
Oct 08 01:50:14, 1 hr 59 mins, speed: 30.67 slots/sec,220778, peers: 26
Oct 08 01:50:26, 1 hr 54 mins, speed: 32.00 slots/sec,220267, peers: 24
Oct 08 01:50:38, 1 hr 54 mins, speed: 32.06 slots/sec,220012, peers: 27
Oct 08 01:50:50, 1 hr 54 mins, speed: 31.96 slots/sec,219503, peers: 25
Oct 08 01:51:02, 1 hr 54 mins, speed: 32.00 slots/sec,219246, peers: 24
Oct 08 01:51:14, 1 hr 53 mins, speed: 32.00 slots/sec,218735, peers: 25
Oct 08 01:51:26, 1 hr 37 mins, speed: 37.31 slots/sec,218225, peers: 21
Oct 08 01:51:38, 1 hr 53 mins, speed: 32.04 slots/sec,217969, peers: 20
Oct 08 01:51:50, 1 hr 53 mins, speed: 31.98 slots/sec,217715, peers: 26
Oct 08 01:52:02, 1 hr 53 mins, speed: 32.00 slots/sec,217203, peers: 23
Oct 08 01:52:14, 2 hrs 15 mins, speed: 26.69 slots/sec,216948, peers: 24
Oct 08 01:52:26, 1 hr 52 mins, speed: 32.00 slots/sec,216437, peers: 22
Oct 08 01:52:38, 1 hr 52 mins, speed: 32.00 slots/sec,216183, peers: 20
Oct 08 01:52:50, 1 hr 52 mins, speed: 31.98 slots/sec,215672, peers: 19
Oct 08 01:53:02, 1 hr 52 mins, speed: 31.98 slots/sec,215417, peers: 22
Oct 08 01:53:14, 2 hrs 14 mins, speed: 26.67 slots/sec,215161, peers: 20
Oct 08 01:53:26, 1 hr 51 mins, speed: 32.02 slots/sec,214650, peers: 21
Oct 08 01:53:38, 2 hrs 14 mins, speed: 26.65 slots/sec,214397, peers: 19
Oct 08 01:53:50, 1 hr 51 mins, speed: 31.98 slots/sec,213886, peers: 21
Oct 08 01:54:02, 1 hr 51 mins, speed: 32.00 slots/sec,213629, peers: 21
Oct 08 01:54:14, 1 hr 50 mins, speed: 32.00 slots/sec,213118, peers: 18
Oct 08 01:54:26, 1 hr 34 mins, speed: 37.38 slots/sec,212607, peers: 20
Oct 08 01:54:38, 1 hr 50 mins, speed: 32.04 slots/sec,212352, peers: 19
Oct 08 01:54:50, 1 hr 34 mins, speed: 37.32 slots/sec,211842, peers: 21
Oct 08 01:55:02, 1 hr 50 mins, speed: 31.98 slots/sec,211587, peers: 21
Oct 08 01:55:14, 2 hrs 12 mins, speed: 26.67 slots/sec,211331, peers: 21
Oct 08 01:55:26, 2 hrs 11 mins, speed: 26.67 slots/sec,211076, peers: 21
Oct 08 01:55:38, 2 hrs 11 mins, speed: 26.69 slots/sec,210565, peers: 20
Oct 08 01:55:50, 2 hrs 11 mins, speed: 26.69 slots/sec,210310, peers: 24
Oct 08 01:56:02, 2 hrs 18 mins, speed: 25.33 slots/sec,210119, peers: 22
Oct 08 01:56:14, 1 hr 53 mins, speed: 30.67 slots/sec,209608, peers: 21
Oct 08 01:56:26, 2 hrs 17 mins, speed: 25.33 slots/sec,209353, peers: 25
Oct 08 01:56:38, 1 hr 53 mins, speed: 30.67 slots/sec,208842, peers: 27
Oct 08 01:56:50, 1 hr 48 mins, speed: 32.00 slots/sec,208587, peers: 26
Oct 08 01:57:02, 1 hr 48 mins, speed: 32.00 slots/sec,208076, peers: 25
Oct 08 01:57:14, 1 hr 48 mins, speed: 32.00 slots/sec,207821, peers: 22
Oct 08 01:57:26, 1 hr 47 mins, speed: 32.00 slots/sec,207310, peers: 30
Oct 08 01:57:38, 1 hr 47 mins, speed: 31.98 slots/sec,207056, peers: 29
Oct 08 01:57:50, 2 hrs 9 mins, speed: 26.67 slots/sec,206800, peers: 31
Oct 08 01:58:02, 1 hr 47 mins, speed: 32.00 slots/sec,206289, peers: 29
Oct 08 01:58:14, 2 hrs 8 mins, speed: 26.65 slots/sec,206035, peers: 28
Oct 08 01:58:26, 1 hr 47 mins, speed: 32.00 slots/sec,205524, peers: 27
Oct 08 01:58:38, 1 hr 46 mins, speed: 32.00 slots/sec,205268, peers: 27
Oct 08 01:58:50, 2 hrs 8 mins, speed: 26.67 slots/sec,205013, peers: 25
Oct 08 01:59:02, 1 hr 46 mins, speed: 32.02 slots/sec,204502, peers: 23
Oct 08 01:59:14, 2 hrs 7 mins, speed: 26.69 slots/sec,204247, peers: 20
Oct 08 01:59:26, 2 hrs 7 mins, speed: 26.67 slots/sec,203992, peers: 17
Oct 08 01:59:38, 2 hrs 7 mins, speed: 26.61 slots/sec,203740, peers: 16
Oct 08 01:59:50, 2 hrs 38 mins, speed: 21.33 slots/sec,203482, peers: 18
Oct 08 02:00:02, 2 hrs 6 mins, speed: 26.65 slots/sec,202972, peers: 18
Oct 08 02:00:14, 2 hrs 6 mins, speed: 26.65 slots/sec,202717, peers: 17
Oct 08 02:00:26, 2 hrs 38 mins, speed: 21.38 slots/sec,202718, peers: 22
Oct 08 02:00:38, 3 hrs 31 mins, speed: 15.98 slots/sec,202719, peers: 22
Oct 08 02:00:50, 10 hrs 33 mins, speed: 5.33 slots/sec,202720, peers: 22
Oct 08 02:01:26, 5 hrs 15 mins, speed: 10.67 slots/sec,202211, peers: 19
Oct 08 02:01:38, 3 hrs 30 mins, speed: 16.00 slots/sec,201956, peers: 19
Oct 08 02:01:50, 2 hrs 37 mins, speed: 21.36 slots/sec,201700, peers: 22
Oct 08 02:02:02, 2 hrs 5 mins, speed: 26.69 slots/sec,201445, peers: 21
Oct 08 02:02:14, 2 hrs 5 mins, speed: 26.69 slots/sec,200934, peers: 24
Oct 08 02:02:26, 2 hrs 5 mins, speed: 26.69 slots/sec,200679, peers: 22
Oct 08 02:02:38, 1 hr 44 mins, speed: 31.96 slots/sec,200170, peers: 19
Oct 08 02:02:50, 1 hr 44 mins, speed: 32.00 slots/sec,199913, peers: 22
Oct 08 02:03:02, 2 hrs 4 mins, speed: 26.67 slots/sec,199658, peers: 22
Oct 08 02:03:14, 2 hrs 4 mins, speed: 26.65 slots/sec,199404, peers: 24
Oct 08 02:03:26, 2 hrs 4 mins, speed: 26.71 slots/sec,198892, peers: 23
Oct 08 02:03:38, 2 hrs 35 mins, speed: 21.33 slots/sec,198893, peers: 22
Oct 08 02:03:50, 2 hrs 14 mins, speed: 24.67 slots/sec,198478, peers: 26
Oct 08 02:04:02, 2 hrs 13 mins, speed: 24.69 slots/sec,198223, peers: 23
Oct 08 02:04:14, 2 hrs 13 mins, speed: 24.67 slots/sec,197712, peers: 25
Oct 08 02:04:26, 1 hr 49 mins, speed: 29.98 slots/sec,197458, peers: 25
Oct 08 02:04:38, 1 hr 42 mins, speed: 32.00 slots/sec,196946, peers: 22
Oct 08 02:04:50, 1 hr 42 mins, speed: 32.00 slots/sec,196691, peers: 23
Oct 08 02:05:02, 2 hrs 2 mins, speed: 26.67 slots/sec,196436, peers: 22
Oct 08 02:05:14, 1 hr 41 mins, speed: 32.02 slots/sec,195925, peers: 25
Oct 08 02:05:26, 2 hrs 2 mins, speed: 26.67 slots/sec,195670, peers: 23
Oct 08 02:05:38, 2 hrs 2 mins, speed: 26.65 slots/sec,195416, peers: 23
Oct 08 02:05:50, 2 hrs 1 mins, speed: 26.67 slots/sec,195160, peers: 27
Oct 08 02:06:02, 2 hrs 1 mins, speed: 26.67 slots/sec,194649, peers: 24
Oct 08 02:06:14, 2 hrs 1 mins, speed: 26.67 slots/sec,194394, peers: 26
Oct 08 02:06:26, 2 hrs 1 mins, speed: 26.65 slots/sec,194141, peers: 26
Oct 08 02:06:38, 2 hrs 1 mins, speed: 26.67 slots/sec,193884, peers: 24
Oct 08 02:06:50, 2 hrs 0 mins, speed: 26.67 slots/sec,193373, peers: 24
Oct 08 02:07:02, 2 hrs 0 mins, speed: 26.67 slots/sec,193118, peers: 22
Oct 08 02:07:14, 2 hrs 0 mins, speed: 26.71 slots/sec,192863, peers: 21
Oct 08 02:07:26, 1 hr 40 mins, speed: 32.00 slots/sec,192352, peers: 25
Oct 08 02:07:38, 2 hrs 0 mins, speed: 26.67 slots/sec,192097, peers: 25
Oct 08 02:07:50, 1 hr 59 mins, speed: 26.67 slots/sec,191842, peers: 24
Oct 08 02:08:02, 1 hr 59 mins, speed: 26.67 slots/sec,191587, peers: 23
Oct 08 02:08:14, 1 hr 59 mins, speed: 26.67 slots/sec,191076, peers: 26
Oct 08 02:08:26, 1 hr 59 mins, speed: 26.65 slots/sec,190822, peers: 26
Oct 08 02:08:38, 1 hr 59 mins, speed: 26.67 slots/sec,190566, peers: 25
Oct 08 02:08:50, 1 hr 39 mins, speed: 31.92 slots/sec,190059, peers: 26
Oct 08 02:09:02, 1 hr 58 mins, speed: 26.67 slots/sec,189800, peers: 24
Oct 08 02:09:14, 1 hr 38 mins, speed: 32.02 slots/sec,189289, peers: 24
Oct 08 02:09:26, 1 hr 42 mins, speed: 30.67 slots/sec,189098, peers: 22
Oct 08 02:09:38, 2 hrs 3 mins, speed: 25.40 slots/sec,188844, peers: 19
Oct 08 02:09:50, 2 hrs 4 mins, speed: 25.33 slots/sec,188588, peers: 20
Oct 08 02:10:02, 2 hrs 3 mins, speed: 25.33 slots/sec,188077, peers: 19
Oct 08 02:10:14, 1 hr 57 mins, speed: 26.65 slots/sec,187823, peers: 21
Oct 08 02:10:26, 1 hr 37 mins, speed: 31.98 slots/sec,187313, peers: 20
Oct 08 02:10:38, 1 hr 37 mins, speed: 32.00 slots/sec,187056, peers: 23
Oct 08 02:10:50, 1 hr 56 mins, speed: 26.67 slots/sec,186801, peers: 23
Oct 08 02:11:02, 1 hr 36 mins, speed: 32.02 slots/sec,186290, peers: 22
Oct 08 02:11:14, 1 hr 56 mins, speed: 26.67 slots/sec,186037, peers: 20
Oct 08 02:11:26, 1 hr 36 mins, speed: 31.98 slots/sec,185525, peers: 23
Oct 08 02:11:38, 1 hr 36 mins, speed: 32.00 slots/sec,185269, peers: 22
Oct 08 02:11:50, 1 hr 55 mins, speed: 26.67 slots/sec,185014, peers: 25
Oct 08 02:12:02, 1 hr 35 mins, speed: 32.04 slots/sec,184503, peers: 24
Oct 08 02:12:14, 1 hr 55 mins, speed: 26.69 slots/sec,184248, peers: 24
Oct 08 02:12:26, 1 hr 54 mins, speed: 26.67 slots/sec,183993, peers: 27
Oct 08 02:12:38, 1 hr 35 mins, speed: 31.98 slots/sec,183483, peers: 24
Oct 08 02:12:50, 1 hr 54 mins, speed: 26.67 slots/sec,183227, peers: 24
Oct 08 02:13:02, 1 hr 54 mins, speed: 26.63 slots/sec,182974, peers: 24
Oct 08 02:13:14, 1 hr 54 mins, speed: 26.65 slots/sec,182718, peers: 27
Oct 08 02:13:26, 1 hr 53 mins, speed: 26.67 slots/sec,182207, peers: 25
Oct 08 02:13:38, 1 hr 53 mins, speed: 26.67 slots/sec,181951, peers: 22
Oct 08 02:13:50, 1 hr 53 mins, speed: 26.71 slots/sec,181696, peers: 25
Oct 08 02:14:02, 1 hr 34 mins, speed: 32.02 slots/sec,181185, peers: 21
Oct 08 02:14:14, 1 hr 53 mins, speed: 26.61 slots/sec,180934, peers: 20
Oct 08 02:14:26, 1 hr 52 mins, speed: 26.67 slots/sec,180675, peers: 22
Oct 08 02:14:38, 1 hr 52 mins, speed: 26.65 slots/sec,180421, peers: 24
Oct 08 02:14:50, 1 hr 52 mins, speed: 26.67 slots/sec,179909, peers: 22
Oct 08 02:15:02, 1 hr 51 mins, speed: 26.75 slots/sec,179654, peers: 21
Oct 08 02:15:14, 1 hr 52 mins, speed: 26.67 slots/sec,179399, peers: 19
Oct 08 02:15:26, 1 hr 33 mins, speed: 32.02 slots/sec,178888, peers: 21
Oct 08 02:15:38, 1 hr 51 mins, speed: 26.67 slots/sec,178633, peers: 21
Oct 08 02:15:50, 1 hr 51 mins, speed: 26.67 slots/sec,178378, peers: 25
Oct 08 02:16:02, 1 hr 51 mins, speed: 26.67 slots/sec,178123, peers: 24
Oct 08 02:16:14, 2 hrs 33 mins, speed: 19.27 slots/sec,177967, peers: 20
Oct 08 02:16:26, 1 hr 59 mins, speed: 24.67 slots/sec,177453, peers: 24
Oct 08 02:16:38, 1 hr 59 mins, speed: 24.67 slots/sec,177198, peers: 20
Oct 08 02:16:50, 1 hr 50 mins, speed: 26.67 slots/sec,176847, peers: 17
Oct 08 02:17:02, 1 hr 42 mins, speed: 28.71 slots/sec,176593, peers: 21
Oct 08 02:17:14, 2 hrs 5 mins, speed: 23.33 slots/sec,176337, peers: 22
Oct 08 02:17:26, 2 hrs 17 mins, speed: 21.33 slots/sec,176178, peers: 22
Oct 08 02:17:38, 1 hr 58 mins, speed: 24.65 slots/sec,175668, peers: 19
Oct 08 02:17:50, 1 hr 58 mins, speed: 24.67 slots/sec,175413, peers: 29
Oct 08 02:18:02, 1 hr 58 mins, speed: 24.67 slots/sec,175157, peers: 26
Oct 08 02:18:14, 1 hr 49 mins, speed: 26.67 slots/sec,174902, peers: 24
Oct 08 02:18:26, 2 hrs 16 mins, speed: 21.36 slots/sec,174647, peers: 23
Oct 08 02:18:38, 2 hrs 16 mins, speed: 21.36 slots/sec,174392, peers: 19
Oct 08 02:18:50, 1 hr 48 mins, speed: 26.67 slots/sec,173881, peers: 18
Oct 08 02:19:02, 1 hr 48 mins, speed: 26.65 slots/sec,173627, peers: 18
Oct 08 02:19:14, 1 hr 48 mins, speed: 26.67 slots/sec,173371, peers: 21
Oct 08 02:19:26, 2 hrs 3 mins, speed: 23.33 slots/sec,173276, peers: 21
Oct 08 02:19:38, 3 hrs 0 mins, speed: 16.00 slots/sec,173117, peers: 19
Oct 08 02:19:50, 4 hrs 29 mins, speed: 10.69 slots/sec,173118, peers: 20
Oct 08 02:20:02, 4 hrs 30 mins, speed: 10.67 slots/sec,172863, peers: 19
Oct 08 02:20:14, 3 hrs 25 mins, speed: 13.98 slots/sec,172609, peers: 23
Oct 08 02:20:26, 2 hrs 59 mins, speed: 16.00 slots/sec,172353, peers: 22
Oct 08 02:20:38, 2 hrs 14 mins, speed: 21.29 slots/sec,172100, peers: 23
Oct 08 02:20:50, 1 hr 47 mins, speed: 26.65 slots/sec,171588, peers: 21
Oct 08 02:21:02, 1 hr 46 mins, speed: 26.69 slots/sec,171332, peers: 18
Oct 08 02:21:14, 1 hr 47 mins, speed: 26.65 slots/sec,171078, peers: 22
Oct 08 02:21:26, 1 hr 46 mins, speed: 26.71 slots/sec,170822, peers: 22
Oct 08 02:21:38, 2 hrs 26 mins, speed: 19.36 slots/sec,170663, peers: 20
Oct 08 02:21:50, 2 hrs 26 mins, speed: 19.33 slots/sec,170408, peers: 22
Oct 08 02:22:02, 2 hrs 26 mins, speed: 19.35 slots/sec,170153, peers: 17
Oct 08 02:22:14, 1 hr 54 mins, speed: 24.67 slots/sec,169642, peers: 18
Oct 08 02:22:26, 1 hr 45 mins, speed: 26.67 slots/sec,169387, peers: 17
Oct 08 02:22:38, 1 hr 45 mins, speed: 26.67 slots/sec,169132, peers: 16
Oct 08 02:22:50, 1 hr 45 mins, speed: 26.67 slots/sec,168877, peers: 15
Oct 08 02:23:02, 2 hrs 11 mins, speed: 21.33 slots/sec,168622, peers: 18
Oct 08 02:23:14, 1 hr 45 mins, speed: 26.67 slots/sec,168111, peers: 21
Oct 08 02:23:26, 1 hr 44 mins, speed: 26.65 slots/sec,167857, peers: 20
Oct 08 02:23:38, 1 hr 44 mins, speed: 26.65 slots/sec,167602, peers: 17
Oct 08 02:23:50, 1 hr 44 mins, speed: 26.67 slots/sec,167346, peers: 21
Oct 08 02:24:02, 2 hrs 10 mins, speed: 21.33 slots/sec,167091, peers: 20
Oct 08 02:24:14, 2 hrs 10 mins, speed: 21.36 slots/sec,166836, peers: 21
Oct 08 02:24:26, 2 hrs 10 mins, speed: 21.36 slots/sec,166581, peers: 20
Oct 08 02:24:38, 2 hrs 9 mins, speed: 21.33 slots/sec,166326, peers: 19
Oct 08 02:24:50, 1 hr 43 mins, speed: 26.67 slots/sec,165815, peers: 24
Oct 08 02:25:02, 1 hr 43 mins, speed: 26.67 slots/sec,165560, peers: 23
Oct 08 02:25:14, 1 hr 43 mins, speed: 26.67 slots/sec,165305, peers: 25
Oct 08 02:25:26, 1 hr 43 mins, speed: 26.63 slots/sec,165052, peers: 23
Oct 08 02:25:38, 2 hrs 8 mins, speed: 21.33 slots/sec,164795, peers: 21
Oct 08 02:25:50, 2 hrs 8 mins, speed: 21.33 slots/sec,164540, peers: 22
Oct 08 02:26:02, 2 hrs 8 mins, speed: 21.32 slots/sec,164286, peers: 20
Oct 08 02:26:14, 2 hrs 8 mins, speed: 21.35 slots/sec,164031, peers: 21
Oct 08 02:26:26, 2 hrs 7 mins, speed: 21.33 slots/sec,163775, peers: 21
Oct 08 02:26:38, 1 hr 42 mins, speed: 26.67 slots/sec,163264, peers: 19
Oct 08 02:26:50, 1 hr 41 mins, speed: 26.69 slots/sec,163009, peers: 20
Oct 08 02:27:02, 1 hr 41 mins, speed: 26.69 slots/sec,162754, peers: 20
Oct 08 02:27:14, 1 hr 24 mins, speed: 32.00 slots/sec,162243, peers: 19
Oct 08 02:27:26, 1 hr 41 mins, speed: 26.67 slots/sec,161988, peers: 23
Oct 08 02:27:38, 1 hr 46 mins, speed: 25.34 slots/sec,161797, peers: 18
Oct 08 02:27:50, 1 hr 46 mins, speed: 25.34 slots/sec,161542, peers: 19
Oct 08 02:28:02, 3 hrs 3 mins, speed: 14.67 slots/sec,161543, peers: 17
Oct 08 02:28:14, 3 hrs 3 mins, speed: 14.67 slots/sec,161288, peers: 17
Oct 08 02:28:26, 2 hrs 48 mins, speed: 15.96 slots/sec,161035, peers: 17
Oct 08 02:28:38, 2 hrs 5 mins, speed: 21.34 slots/sec,160522, peers: 16
Oct 08 02:28:50, 2 hrs 5 mins, speed: 21.34 slots/sec,160523, peers: 22
Oct 08 02:29:02, 1 hr 40 mins, speed: 26.65 slots/sec,160013, peers: 18
Oct 08 02:29:14, 2 hrs 4 mins, speed: 21.36 slots/sec,160014, peers: 17
Oct 08 02:29:26, 2 hrs 46 mins, speed: 16.00 slots/sec,159758, peers: 20
Oct 08 02:29:38, 2 hrs 4 mins, speed: 21.29 slots/sec,159505, peers: 19
Oct 08 02:29:50, 2 hrs 4 mins, speed: 21.35 slots/sec,158992, peers: 25
Oct 08 02:30:02, 1 hr 39 mins, speed: 26.69 slots/sec,158737, peers: 25
Oct 08 02:30:14, 1 hr 39 mins, speed: 26.67 slots/sec,158482, peers: 28
Oct 08 02:30:26, 1 hr 38 mins, speed: 26.71 slots/sec,158227, peers: 28
Oct 08 02:30:38, 2 hrs 3 mins, speed: 21.33 slots/sec,157972, peers: 26
Oct 08 02:30:50, 1 hr 38 mins, speed: 26.63 slots/sec,157463, peers: 25
Oct 08 02:31:02, 1 hr 38 mins, speed: 26.67 slots/sec,157206, peers: 28
Oct 08 02:31:14, 1 hr 38 mins, speed: 26.65 slots/sec,156952, peers: 26
Oct 08 02:31:26, 1 hr 37 mins, speed: 26.67 slots/sec,156696, peers: 25
Oct 08 02:31:38, 2 hrs 2 mins, speed: 21.31 slots/sec,156444, peers: 24
Oct 08 02:31:50, 2 hrs 2 mins, speed: 21.33 slots/sec,156186, peers: 27
Oct 08 02:32:02, 2 hrs 1 mins, speed: 21.36 slots/sec,155931, peers: 25
Oct 08 02:32:14, 2 hrs 1 mins, speed: 21.29 slots/sec,155678, peers: 27
Oct 08 02:32:26, 2 hrs 1 mins, speed: 21.40 slots/sec,155421, peers: 26
Oct 08 02:32:38, 2 hrs 1 mins, speed: 21.29 slots/sec,155168, peers: 27
Oct 08 02:32:50, 2 hrs 1 mins, speed: 21.33 slots/sec,154911, peers: 25
Oct 08 02:33:02, 2 hrs 0 mins, speed: 21.38 slots/sec,154656, peers: 22
Oct 08 02:33:14, 2 hrs 0 mins, speed: 21.31 slots/sec,154402, peers: 26
Oct 08 02:33:26, 1 hr 36 mins, speed: 26.71 slots/sec,153890, peers: 25
Oct 08 02:33:38, 1 hr 36 mins, speed: 26.67 slots/sec,153635, peers: 25
Oct 08 02:33:50, 1 hr 35 mins, speed: 26.65 slots/sec,153381, peers: 23
Oct 08 02:34:02, 1 hr 35 mins, speed: 26.69 slots/sec,153125, peers: 26
Oct 08 02:34:14, 1 hr 35 mins, speed: 26.67 slots/sec,152614, peers: 28
Oct 08 02:34:26, 1 hr 35 mins, speed: 26.67 slots/sec,152359, peers: 25
Oct 08 02:34:38, 1 hr 34 mins, speed: 26.69 slots/sec,152104, peers: 23
Oct 08 02:34:50, 1 hr 34 mins, speed: 26.67 slots/sec,151849, peers: 23
Oct 08 02:35:02, 1 hr 58 mins, speed: 21.33 slots/sec,151594, peers: 22
Oct 08 02:35:14, 2 hrs 10 mins, speed: 19.31 slots/sec,151436, peers: 21
Oct 08 02:35:26, 2 hrs 10 mins, speed: 19.33 slots/sec,151180, peers: 20
Oct 08 02:35:38, 2 hrs 10 mins, speed: 19.33 slots/sec,150925, peers: 20
Oct 08 02:35:50, 2 hrs 9 mins, speed: 19.33 slots/sec,150670, peers: 21
Oct 08 02:36:02, 1 hr 57 mins, speed: 21.35 slots/sec,150415, peers: 21
Oct 08 02:36:14, 1 hr 33 mins, speed: 26.67 slots/sec,149904, peers: 19
Oct 08 02:36:26, 1 hr 33 mins, speed: 26.65 slots/sec,149650, peers: 24
Oct 08 02:36:38, 1 hr 33 mins, speed: 26.67 slots/sec,149394, peers: 23
Oct 08 02:36:50, 1 hr 17 mins, speed: 32.00 slots/sec,148883, peers: 31
Oct 08 02:37:02, 1 hr 32 mins, speed: 26.65 slots/sec,148629, peers: 31
Oct 08 02:37:14, 1 hr 32 mins, speed: 26.67 slots/sec,148374, peers: 33
Oct 08 02:37:26, 1 hr 32 mins, speed: 26.65 slots/sec,148119, peers: 33
Oct 08 02:37:38, 1 hr 32 mins, speed: 26.67 slots/sec,147607, peers: 30
Oct 08 02:37:50, 1 hr 32 mins, speed: 26.69 slots/sec,147352, peers: 34
Oct 08 02:38:02, 1 hr 31 mins, speed: 26.69 slots/sec,147097, peers: 31
Oct 08 02:38:14, 1 hr 31 mins, speed: 26.65 slots/sec,146844, peers: 36
Oct 08 02:38:26, 1 hr 54 mins, speed: 21.33 slots/sec,146587, peers: 34
Oct 08 02:38:38, 1 hr 54 mins, speed: 21.29 slots/sec,146334, peers: 34
Oct 08 02:38:50, 1 hr 54 mins, speed: 21.33 slots/sec,146077, peers: 35
Oct 08 02:39:02, 1 hr 30 mins, speed: 26.67 slots/sec,145568, peers: 31
Oct 08 02:39:14, 1 hr 30 mins, speed: 26.67 slots/sec,145311, peers: 31
Oct 08 02:39:26, 1 hr 30 mins, speed: 26.71 slots/sec,145056, peers: 33
Oct 08 02:39:38, 1 hr 30 mins, speed: 26.67 slots/sec,144801, peers: 28
Oct 08 02:39:50, 1 hr 52 mins, speed: 21.36 slots/sec,144547, peers: 26
Oct 08 02:40:02, 1 hr 30 mins, speed: 26.67 slots/sec,144035, peers: 27
Oct 08 02:40:14, 1 hr 29 mins, speed: 26.67 slots/sec,143780, peers: 29
Oct 08 02:40:26, 1 hr 29 mins, speed: 26.65 slots/sec,143526, peers: 29
Oct 08 02:40:38, 1 hr 29 mins, speed: 26.69 slots/sec,143270, peers: 27
Oct 08 02:40:50, 1 hr 51 mins, speed: 21.33 slots/sec,143015, peers: 30
Oct 08 02:41:02, 2 hrs 3 mins, speed: 19.33 slots/sec,142856, peers: 29
Oct 08 02:41:14, 1 hr 36 mins, speed: 24.65 slots/sec,142347, peers: 28
Oct 08 02:41:26, 1 hr 36 mins, speed: 24.67 slots/sec,142090, peers: 31
Oct 08 02:41:38, 1 hr 35 mins, speed: 24.65 slots/sec,141836, peers: 32
Oct 08 02:41:50, 1 hr 28 mins, speed: 26.67 slots/sec,141580, peers: 30
Oct 08 02:42:02, 1 hr 50 mins, speed: 21.38 slots/sec,141325, peers: 27
Oct 08 02:42:14, 1 hr 50 mins, speed: 21.31 slots/sec,141071, peers: 25
Oct 08 02:42:26, 1 hr 27 mins, speed: 26.67 slots/sec,140560, peers: 25
Oct 08 02:42:38, 1 hr 27 mins, speed: 26.67 slots/sec,140304, peers: 27
Oct 08 02:42:50, 1 hr 27 mins, speed: 26.67 slots/sec,140049, peers: 24
Oct 08 02:43:02, 1 hr 27 mins, speed: 26.69 slots/sec,139794, peers: 24
Oct 08 02:43:14, 1 hr 48 mins, speed: 21.36 slots/sec,139539, peers: 26
Oct 08 02:43:26, 1 hr 48 mins, speed: 21.33 slots/sec,139284, peers: 25
Oct 08 02:43:38, 1 hr 48 mins, speed: 21.33 slots/sec,139029, peers: 26
Oct 08 02:43:50, 1 hr 48 mins, speed: 21.33 slots/sec,138774, peers: 26
Oct 08 02:44:02, 1 hr 26 mins, speed: 26.67 slots/sec,138263, peers: 23
Oct 08 02:44:14, 1 hr 26 mins, speed: 26.67 slots/sec,138008, peers: 20
Oct 08 02:44:26, 1 hr 26 mins, speed: 26.67 slots/sec,137753, peers: 22
Oct 08 02:44:38, 1 hr 25 mins, speed: 26.67 slots/sec,137498, peers: 25
Oct 08 02:44:50, 1 hr 25 mins, speed: 26.67 slots/sec,136987, peers: 23
Oct 08 02:45:02, 1 hr 25 mins, speed: 26.67 slots/sec,136732, peers: 21
